actual_trials,all_five_complete_rankings_identical,arm_id,at_least_one_valid_complete_ranking_differs,complete_ranking_values,exact_complete_ranking_agreement_pairs,exact_complete_ranking_agreement_rate,expected_trials,has_invalid_or_failed_trial,invalid_or_failed_trials,kendall_tau_mean,kendall_tau_median,mean_rr,rr_max,rr_min,rr_population_stdev,rr_range,rr_values,scenario_id,scenario_type,spearman_mean,spearman_median,terminal_status_counts,top1_success_trials,top2_success_trials,top4_success_trials,unique_complete_rankings,unique_vulnerable_ranks,valid_complete_ranking_trials,valid_pair_count,valid_vulnerable_ranks,vulnerable_rank_agreement_pairs,vulnerable_rank_agreement_rate,vulnerable_rank_identical_across_all_five_trials,vulnerable_rank_pair_count,vulnerable_rank_population_stdev,vulnerable_rank_range,vulnerable_rank_stability_category
5,False,proprietary_gpt,True,"[""ox14-c000225|ox14-c000067|ox14-c000252|ox14-c000320|ox14-c000160"", ""ox14-c000225|ox14-c000252|ox14-c000320|ox14-c000067|ox14-c000160""]",4,0.4,5,False,0,0.76,0.6,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0124,positive,0.82,0.7,"{""valid"": 5}",0,0,0,2,1,5,10,"[5, 5, 5, 5, 5]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000140|ox14-c000393|ox14-c000369|ox14-c000090|ox14-c000165"", ""ox14-c000369|ox14-c000090|ox14-c000393|ox14-c000140|ox14-c000165"", ""ox14-c000393|ox14-c000140|ox14-c000369|ox14-c000090|ox14-c000165""]",2,0.2,5,False,0,0.44,0.2,0.6333333333333333,1.0,0.3333333333333333,0.30550504633038933,0.6666666666666667,"[0.5, 1.0, 0.3333333333333333, 0.3333333333333333, 1.0]",ow14-s0125,positive,0.48,0.19999999999999996,"{""valid"": 5}",2,3,5,3,3,5,10,"[2, 1, 3, 3, 1]",2,0.2,False,10,0.8944271909999159,2,varies_by_two_or_more_positions
5,False,proprietary_gpt,True,"[""ox14-c000081|ox14-c000366|ox14-c000072|ox14-c000265|ox14-c000389"", ""ox14-c000081|ox14-c000366|ox14-c000265|ox14-c000389|ox14-c000072""]",4,0.4,5,False,0,0.76,0.6,0.5,0.5,0.5,0.0,0.0,"[0.5, 0.5, 0.5, 0.5, 0.5]",ow14-s0126,positive,0.82,0.7,"{""valid"": 5}",0,5,5,2,1,5,10,"[2, 2, 2, 2, 2]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000211|ox14-c000246|ox14-c000323|ox14-c000114|ox14-c000046"", ""ox14-c000246|ox14-c000211|ox14-c000323|ox14-c000114|ox14-c000046"", ""ox14-c000246|ox14-c000323|ox14-c000114|ox14-c000046|ox14-c000211""]",2,0.2,5,False,0,0.56,0.4,0.2833333333333333,0.3333333333333333,0.25,0.04082482904638629,0.08333333333333331,"[0.25, 0.3333333333333333, 0.25, 0.25, 0.3333333333333333]",ow14-s0127,positive,0.54,0.4,"{""valid"": 5}",0,0,5,3,2,5,10,"[4, 3, 4, 4, 3]",4,0.4,False,10,0.4898979485566356,1,varies_by_one_position
5,True,proprietary_gpt,False,"[""ox14-c000418|ox14-c000108|ox14-c000121|ox14-c000025|ox14-c000181""]",10,1.0,5,False,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0128,positive,1.0,1.0,"{""valid"": 5}",5,5,5,1,1,5,10,"[1, 1, 1, 1, 1]",10,1.0,True,10,0.0,0,stable_identical_rank
5,True,proprietary_gpt,False,"[""ox14-c000058|ox14-c000197|ox14-c000124|ox14-c000012|ox14-c000037""]",10,1.0,5,False,0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",ow14-s0129,positive,1.0,1.0,"{""valid"": 5}",0,0,5,1,1,5,10,"[3, 3, 3, 3, 3]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000270|ox14-c000245|ox14-c000354|ox14-c000339|ox14-c000374"", ""ox14-c000374|ox14-c000270|ox14-c000354|ox14-c000339|ox14-c000245"", ""ox14-c000374|ox14-c000354|ox14-c000339|ox14-c000245|ox14-c000270""]",3,0.3,5,False,0,0.03999999999999999,-0.2,0.26666666666666666,0.3333333333333333,0.25,0.033333333333333326,0.08333333333333331,"[0.25, 0.25, 0.3333333333333333, 0.25, 0.25]",ow14-s0130,positive,-0.019999999999999983,-0.30000000000000004,"{""valid"": 5}",0,0,5,3,2,5,10,"[4, 4, 3, 4, 4]",6,0.6,False,10,0.4,1,varies_by_one_position
5,False,proprietary_gpt,True,"[""ox14-c000087|ox14-c000127|ox14-c000045|ox14-c000075|ox14-c000033"", ""ox14-c000127|ox14-c000045|ox14-c000075|ox14-c000087|ox14-c000033""]",4,0.4,5,False,0,0.64,0.4,0.43333333333333335,0.5,0.3333333333333333,0.08164965809277261,0.16666666666666669,"[0.3333333333333333, 0.5, 0.5, 0.5, 0.3333333333333333]",ow14-s0131,positive,0.64,0.4,"{""valid"": 5}",0,3,5,2,2,5,10,"[3, 2, 2, 2, 3]",4,0.4,False,10,0.4898979485566356,1,varies_by_one_position
5,True,proprietary_gpt,False,"[""ox14-c000382|ox14-c000406|ox14-c000352|ox14-c000277|ox14-c000297""]",10,1.0,5,False,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0132,positive,1.0,1.0,"{""valid"": 5}",5,5,5,1,1,5,10,"[1, 1, 1, 1, 1]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000192|ox14-c000060|ox14-c000113|ox14-c000357|ox14-c000183"", ""ox14-c000357|ox14-c000060|ox14-c000113|ox14-c000192|ox14-c000183"", ""ox14-c000357|ox14-c000192|ox14-c000060|ox14-c000113|ox14-c000183""]",3,0.3,5,False,0,0.6,0.6,0.55,1.0,0.25,0.2449489742783178,0.75,"[0.5, 0.5, 0.25, 1.0, 0.5]",ow14-s0133,positive,0.64,0.7,"{""valid"": 5}",1,4,5,3,3,5,10,"[2, 2, 4, 1, 2]",3,0.3,False,10,0.9797958971132712,3,varies_by_two_or_more_positions
5,True,proprietary_gpt,False,"[""ox14-c000358|ox14-c000103|ox14-c000381|ox14-c000398|ox14-c000293""]",10,1.0,5,False,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0134,positive,1.0,1.0,"{""valid"": 5}",5,5,5,1,1,5,10,"[1, 1, 1, 1, 1]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000093|ox14-c000373|ox14-c000201|ox14-c000107|ox14-c000422"", ""ox14-c000093|ox14-c000373|ox14-c000422|ox14-c000201|ox14-c000107""]",4,0.4,5,False,0,0.76,0.6,0.2833333333333333,0.3333333333333333,0.25,0.04082482904638629,0.08333333333333331,"[0.3333333333333333, 0.25, 0.25, 0.25, 0.3333333333333333]",ow14-s0135,positive,0.82,0.7,"{""valid"": 5}",0,0,5,2,2,5,10,"[3, 4, 4, 4, 3]",4,0.4,False,10,0.4898979485566356,1,varies_by_one_position
5,False,proprietary_gpt,True,"[""ox14-c000427|ox14-c000053|ox14-c000337|ox14-c000350|ox14-c000300"", ""ox14-c000427|ox14-c000337|ox14-c000350|ox14-c000053|ox14-c000300""]",6,0.6,5,False,0,0.84,1.0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0136,positive,0.88,1.0,"{""valid"": 5}",0,0,0,2,1,5,10,"[5, 5, 5, 5, 5]",10,1.0,True,10,0.0,0,stable_identical_rank
5,True,proprietary_gpt,False,"[""ox14-c000384|ox14-c000216|ox14-c000205|ox14-c000344|ox14-c000016""]",10,1.0,5,False,0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",ow14-s0137,positive,1.0,1.0,"{""valid"": 5}",0,0,5,1,1,5,10,"[3, 3, 3, 3, 3]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000268|ox14-c000321|ox14-c000220|ox14-c000207|ox14-c000177"", ""ox14-c000321|ox14-c000268|ox14-c000220|ox14-c000207|ox14-c000177""]",6,0.6,5,False,0,0.92,1.0,0.9,1.0,0.5,0.2,0.5,"[0.5, 1.0, 1.0, 1.0, 1.0]",ow14-s0138,positive,0.96,1.0,"{""valid"": 5}",4,5,5,2,2,5,10,"[2, 1, 1, 1, 1]",6,0.6,False,10,0.4,1,varies_by_one_position
5,True,proprietary_gpt,False,"[""ox14-c000434|ox14-c000061|ox14-c000175|ox14-c000026|ox14-c000314""]",10,1.0,5,False,0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",ow14-s0139,positive,1.0,1.0,"{""valid"": 5}",0,0,5,1,1,5,10,"[3, 3, 3, 3, 3]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000109|ox14-c000273|ox14-c000137|ox14-c000219|ox14-c000034"", ""ox14-c000273|ox14-c000137|ox14-c000109|ox14-c000219|ox14-c000034""]",6,0.6,5,False,0,0.84,1.0,0.4666666666666667,0.5,0.3333333333333333,0.06666666666666668,0.16666666666666669,"[0.3333333333333333, 0.5, 0.5, 0.5, 0.5]",ow14-s0140,positive,0.88,1.0,"{""valid"": 5}",0,4,5,2,2,5,10,"[3, 2, 2, 2, 2]",6,0.6,False,10,0.4,1,varies_by_one_position
5,False,proprietary_gpt,True,"[""ox14-c000363|ox14-c000405|ox14-c000101|ox14-c000021|ox14-c000303"", ""ox14-c000363|ox14-c000405|ox14-c000101|ox14-c000303|ox14-c000021""]",6,0.6,5,False,0,0.92,1.0,0.24,0.25,0.2,0.019999999999999997,0.04999999999999999,"[0.25, 0.25, 0.25, 0.2, 0.25]",ow14-s0141,positive,0.96,1.0,"{""valid"": 5}",0,0,4,2,2,5,10,"[4, 4, 4, 5, 4]",6,0.6,False,10,0.4,1,varies_by_one_position
5,True,proprietary_gpt,False,"[""ox14-c000226|ox14-c000064|ox14-c000100|ox14-c000111|ox14-c000170""]",10,1.0,5,False,0,1.0,1.0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0142,positive,1.0,1.0,"{""valid"": 5}",0,0,0,1,1,5,10,"[5, 5, 5, 5, 5]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000141|ox14-c000212|ox14-c000387|ox14-c000048|ox14-c000318"", ""ox14-c000141|ox14-c000387|ox14-c000048|ox14-c000212|ox14-c000318"", ""ox14-c000141|ox14-c000387|ox14-c000212|ox14-c000048|ox14-c000318""]",3,0.3,5,False,0,0.8,0.8,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0143,positive,0.87,0.9,"{""valid"": 5}",0,0,0,3,1,5,10,"[5, 5, 5, 5, 5]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000423|ox14-c000082|ox14-c000251|ox14-c000399|ox14-c000194"", ""ox14-c000423|ox14-c000251|ox14-c000399|ox14-c000194|ox14-c000082""]",6,0.6,5,False,0,0.76,1.0,0.24,0.25,0.2,0.019999999999999997,0.04999999999999999,"[0.25, 0.25, 0.25, 0.25, 0.2]",ow14-s0144,positive,0.76,1.0,"{""valid"": 5}",0,0,4,2,2,5,10,"[4, 4, 4, 4, 5]",6,0.6,False,10,0.4,1,varies_by_one_position
5,False,proprietary_gpt,True,"[""ox14-c000085|ox14-c000135|ox14-c000077|ox14-c000410|ox14-c000296"", ""ox14-c000135|ox14-c000077|ox14-c000410|ox14-c000085|ox14-c000296"", ""ox14-c000135|ox14-c000410|ox14-c000077|ox14-c000085|ox14-c000296""]",3,0.3,5,False,0,0.64,0.8,0.9,1.0,0.5,0.2,0.5,"[1.0, 1.0, 1.0, 0.5, 1.0]",ow14-s0145,positive,0.7000000000000001,0.9,"{""valid"": 5}",4,5,5,3,2,5,10,"[1, 1, 1, 2, 1]",6,0.6,False,10,0.4,1,varies_by_one_position
5,False,proprietary_gpt,True,"[""ox14-c000118|ox14-c000052|ox14-c000395|ox14-c000353|ox14-c000223"", ""ox14-c000353|ox14-c000118|ox14-c000052|ox14-c000395|ox14-c000223""]",4,0.4,5,False,0,0.64,0.4,0.39999999999999997,0.5,0.3333333333333333,0.08164965809277261,0.16666666666666669,"[0.3333333333333333, 0.5, 0.3333333333333333, 0.3333333333333333, 0.5]",ow14-s0146,positive,0.64,0.4,"{""valid"": 5}",0,2,5,2,2,5,10,"[3, 2, 3, 3, 2]",4,0.4,False,10,0.4898979485566356,1,varies_by_one_position
5,True,proprietary_gpt,False,"[""ox14-c000433|ox14-c000188|ox14-c000311|ox14-c000315|ox14-c000307""]",10,1.0,5,False,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0147,positive,1.0,1.0,"{""valid"": 5}",5,5,5,1,1,5,10,"[1, 1, 1, 1, 1]",10,1.0,True,10,0.0,0,stable_identical_rank
5,True,proprietary_gpt,False,"[""ox14-c000243|ox14-c000404|ox14-c000351|ox14-c000167|ox14-c000161""]",10,1.0,5,False,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0148,positive,1.0,1.0,"{""valid"": 5}",5,5,5,1,1,5,10,"[1, 1, 1, 1, 1]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000272|ox14-c000429|ox14-c000117|ox14-c000029|ox14-c000372"", ""ox14-c000272|ox14-c000429|ox14-c000117|ox14-c000372|ox14-c000029""]",6,0.6,5,False,0,0.92,1.0,0.24,0.25,0.2,0.019999999999999997,0.04999999999999999,"[0.25, 0.25, 0.2, 0.25, 0.25]",ow14-s0149,positive,0.96,1.0,"{""valid"": 5}",0,0,4,2,2,5,10,"[4, 4, 5, 4, 4]",6,0.6,False,10,0.4,1,varies_by_one_position
5,False,proprietary_gpt,True,"[""ox14-c000136|ox14-c000267|ox14-c000377|ox14-c000185|ox14-c000346"", ""ox14-c000346|ox14-c000377|ox14-c000185|ox14-c000136|ox14-c000267"", ""ox14-c000377|ox14-c000185|ox14-c000346|ox14-c000136|ox14-c000267"", ""ox14-c000377|ox14-c000346|ox14-c000136|ox14-c000267|ox14-c000185""]",1,0.1,5,False,0,0.2,0.4,0.27,0.5,0.2,0.116619037896906,0.3,"[0.2, 0.2, 0.5, 0.2, 0.25]",ow14-s0150,positive,0.17999999999999997,0.5,"{""valid"": 5}",0,1,2,4,3,5,10,"[5, 5, 2, 5, 4]",3,0.3,False,10,1.1661903789690602,3,varies_by_two_or_more_positions
5,True,proprietary_gpt,False,"[""ox14-c000247|ox14-c000396|ox14-c000198|ox14-c000070|ox14-c000022""]",10,1.0,5,False,0,1.0,1.0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0151,positive,1.0,1.0,"{""valid"": 5}",0,0,0,1,1,5,10,"[5, 5, 5, 5, 5]",10,1.0,True,10,0.0,0,stable_identical_rank
5,True,proprietary_gpt,False,"[""ox14-c000099|ox14-c000056|ox14-c000102|ox14-c000017|ox14-c000023""]",10,1.0,5,False,0,1.0,1.0,0.25,0.25,0.25,0.0,0.0,"[0.25, 0.25, 0.25, 0.25, 0.25]",ow14-s0152,positive,1.0,1.0,"{""valid"": 5}",0,0,5,1,1,5,10,"[4, 4, 4, 4, 4]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000236|ox14-c000348|ox14-c000388|ox14-c000189|ox14-c000030"", ""ox14-c000388|ox14-c000189|ox14-c000348|ox14-c000236|ox14-c000030""]",6,0.6,5,False,0,0.6,1.0,0.8666666666666667,1.0,0.3333333333333333,0.26666666666666666,0.6666666666666667,"[1.0, 0.3333333333333333, 1.0, 1.0, 1.0]",ow14-s0153,positive,0.64,1.0,"{""valid"": 5}",4,4,5,2,2,5,10,"[1, 3, 1, 1, 1]",6,0.6,False,10,0.8,2,varies_by_two_or_more_positions
5,False,proprietary_gpt,True,"[""ox14-c000083|ox14-c000426|ox14-c000341|ox14-c000209|ox14-c000073"", ""ox14-c000426|ox14-c000341|ox14-c000209|ox14-c000073|ox14-c000083""]",6,0.6,5,False,0,0.68,1.0,0.24,0.25,0.2,0.019999999999999997,0.04999999999999999,"[0.25, 0.25, 0.25, 0.25, 0.2]",ow14-s0154,positive,0.6,1.0,"{""valid"": 5}",0,0,4,2,2,5,10,"[4, 4, 4, 4, 5]",6,0.6,False,10,0.4,1,varies_by_one_position
5,True,proprietary_gpt,False,"[""ox14-c000254|ox14-c000184|ox14-c000259|ox14-c000095|ox14-c000333""]",10,1.0,5,False,0,1.0,1.0,0.25,0.25,0.25,0.0,0.0,"[0.25, 0.25, 0.25, 0.25, 0.25]",ow14-s0155,positive,1.0,1.0,"{""valid"": 5}",0,0,5,1,1,5,10,"[4, 4, 4, 4, 4]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000047|ox14-c000278|ox14-c000355|ox14-c000229|ox14-c000031"", ""ox14-c000229|ox14-c000047|ox14-c000355|ox14-c000278|ox14-c000031"", ""ox14-c000229|ox14-c000278|ox14-c000047|ox14-c000355|ox14-c000031"", ""ox14-c000229|ox14-c000355|ox14-c000047|ox14-c000278|ox14-c000031"", ""ox14-c000229|ox14-c000355|ox14-c000278|ox14-c000047|ox14-c000031""]",0,0.0,5,False,0,0.4,0.5,0.48333333333333334,1.0,0.25,0.27080128015453203,0.75,"[0.25, 0.3333333333333333, 1.0, 0.5, 0.3333333333333333]",ow14-s0156,positive,0.52,0.6499999999999999,"{""valid"": 5}",1,2,5,5,4,5,10,"[4, 3, 1, 2, 3]",1,0.1,False,10,1.019803902718557,3,varies_by_two_or_more_positions
5,False,proprietary_gpt,True,"[""ox14-c000125|ox14-c000065|ox14-c000204|ox14-c000230|ox14-c000294"", ""ox14-c000230|ox14-c000065|ox14-c000204|ox14-c000125|ox14-c000294""]",4,0.4,5,False,0,0.4,0.0,0.55,1.0,0.25,0.3674234614174767,0.75,"[1.0, 0.25, 0.25, 1.0, 0.25]",ow14-s0157,positive,0.45999999999999996,0.09999999999999998,"{""valid"": 5}",2,2,5,2,2,5,10,"[1, 4, 4, 1, 4]",4,0.4,False,10,1.469693845669907,3,varies_by_two_or_more_positions
5,True,proprietary_gpt,False,"[""ox14-c000043|ox14-c000044|ox14-c000409|ox14-c000066|ox14-c000164""]",10,1.0,5,False,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0158,positive,1.0,1.0,"{""valid"": 5}",5,5,5,1,1,5,10,"[1, 1, 1, 1, 1]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000112|ox14-c000261|ox14-c000416|ox14-c000432|ox14-c000208"", ""ox14-c000208|ox14-c000112|ox14-c000261|ox14-c000416|ox14-c000432"", ""ox14-c000416|ox14-c000432|ox14-c000112|ox14-c000261|ox14-c000208""]",2,0.2,5,False,0,0.040000000000000015,0.2,0.5666666666666667,1.0,0.25,0.35512126254437526,0.75,"[1.0, 0.25, 0.25, 1.0, 0.3333333333333333]",ow14-s0159,positive,-0.08000000000000003,0.0,"{""valid"": 5}",2,2,5,3,3,5,10,"[1, 4, 4, 1, 3]",2,0.2,False,10,1.3564659966250536,3,varies_by_two_or_more_positions
5,False,proprietary_gpt,True,"[""ox14-c000414|ox14-c000196|ox14-c000224|ox14-c000362|ox14-c000310"", ""ox14-c000414|ox14-c000224|ox14-c000362|ox14-c000196|ox14-c000310""]",6,0.6,5,False,0,0.84,1.0,0.45,0.5,0.25,0.1,0.25,"[0.5, 0.25, 0.5, 0.5, 0.5]",ow14-s0160,positive,0.88,1.0,"{""valid"": 5}",0,4,5,2,2,5,10,"[2, 4, 2, 2, 2]",6,0.6,False,10,0.8,2,varies_by_two_or_more_positions
5,True,proprietary_gpt,False,"[""ox14-c000096|ox14-c000402|ox14-c000391|ox14-c000210|ox14-c000036""]",10,1.0,5,False,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0161,positive,1.0,1.0,"{""valid"": 5}",5,5,5,1,1,5,10,"[1, 1, 1, 1, 1]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000225|ox14-c000413|ox14-c000067|ox14-c000320|ox14-c000252"", ""ox14-c000320|ox14-c000252|ox14-c000413|ox14-c000067|ox14-c000225"", ""ox14-c000413|ox14-c000320|ox14-c000252|ox14-c000067|ox14-c000225""]",3,0.3,5,False,0,0.28,0.6,0.5,1.0,0.3333333333333333,0.25819888974716115,0.6666666666666667,"[0.3333333333333333, 1.0, 0.3333333333333333, 0.5, 0.3333333333333333]",ow14-s0162,positive,0.23999999999999996,0.7,"{""valid"": 5}",1,2,5,3,3,5,10,"[3, 1, 3, 2, 3]",3,0.3,False,10,0.8,2,varies_by_two_or_more_positions
5,False,proprietary_gpt,True,"[""ox14-c000369|ox14-c000090|ox14-c000411|ox14-c000140|ox14-c000165"", ""ox14-c000411|ox14-c000140|ox14-c000369|ox14-c000090|ox14-c000165""]",4,0.4,5,False,0,0.52,0.2,0.6,1.0,0.3333333333333333,0.32659863237109044,0.6666666666666667,"[1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 1.0]",ow14-s0163,positive,0.52,0.19999999999999996,"{""valid"": 5}",2,2,5,2,2,5,10,"[1, 3, 3, 3, 1]",4,0.4,False,10,0.9797958971132712,2,varies_by_two_or_more_positions
5,True,proprietary_gpt,False,"[""ox14-c000081|ox14-c000072|ox14-c000389|ox14-c000265|ox14-c000386""]",10,1.0,5,False,0,1.0,1.0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0164,positive,1.0,1.0,"{""valid"": 5}",0,0,0,1,1,5,10,"[5, 5, 5, 5, 5]",10,1.0,True,10,0.0,0,stable_identical_rank
5,True,proprietary_gpt,False,"[""ox14-c000246|ox14-c000323|ox14-c000046|ox14-c000211|ox14-c000168""]",10,1.0,5,False,0,1.0,1.0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0165,positive,1.0,1.0,"{""valid"": 5}",0,0,0,1,1,5,10,"[5, 5, 5, 5, 5]",10,1.0,True,10,0.0,0,stable_identical_rank
5,True,proprietary_gpt,False,"[""ox14-c000108|ox14-c000121|ox14-c000071|ox14-c000181|ox14-c000025""]",10,1.0,5,False,0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",ow14-s0166,positive,1.0,1.0,"{""valid"": 5}",0,0,5,1,1,5,10,"[3, 3, 3, 3, 3]",10,1.0,True,10,0.0,0,stable_identical_rank
5,True,proprietary_gpt,False,"[""ox14-c000197|ox14-c000260|ox14-c000058|ox14-c000037|ox14-c000012""]",10,1.0,5,False,0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,"[0.5, 0.5, 0.5, 0.5, 0.5]",ow14-s0167,positive,1.0,1.0,"{""valid"": 5}",0,5,5,1,1,5,10,"[2, 2, 2, 2, 2]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000374|ox14-c000245|ox14-c000270|ox14-c000354|ox14-c000215"", ""ox14-c000374|ox14-c000270|ox14-c000245|ox14-c000354|ox14-c000215"", ""ox14-c000374|ox14-c000270|ox14-c000354|ox14-c000215|ox14-c000245"", ""ox14-c000374|ox14-c000354|ox14-c000215|ox14-c000245|ox14-c000270""]",1,0.1,5,False,0,0.48,0.5,0.23666666666666666,0.3333333333333333,0.2,0.052068331172711015,0.1333333333333333,"[0.2, 0.2, 0.25, 0.2, 0.3333333333333333]",ow14-s0168,positive,0.54,0.55,"{""valid"": 5}",0,0,2,4,3,5,10,"[5, 5, 4, 5, 3]",3,0.3,False,10,0.8,2,varies_by_two_or_more_positions
5,False,proprietary_gpt,True,"[""ox14-c000087|ox14-c000106|ox14-c000075|ox14-c000127|ox14-c000033"", ""ox14-c000087|ox14-c000127|ox14-c000033|ox14-c000106|ox14-c000075"", ""ox14-c000087|ox14-c000127|ox14-c000106|ox14-c000075|ox14-c000033"", ""ox14-c000127|ox14-c000106|ox14-c000075|ox14-c000087|ox14-c000033""]",1,0.1,5,False,0,0.32,0.30000000000000004,0.4166666666666667,0.5,0.25,0.10540925533894598,0.25,"[0.5, 0.5, 0.5, 0.3333333333333333, 0.25]",ow14-s0169,positive,0.33999999999999997,0.3,"{""valid"": 5}",0,3,5,4,3,5,10,"[2, 2, 2, 3, 4]",3,0.3,False,10,0.8,2,varies_by_two_or_more_positions
5,True,proprietary_gpt,False,"[""ox14-c000420|ox14-c000277|ox14-c000406|ox14-c000352|ox14-c000297""]",10,1.0,5,False,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",ow14-s0170,positive,1.0,1.0,"{""valid"": 5}",5,5,5,1,1,5,10,"[1, 1, 1, 1, 1]",10,1.0,True,10,0.0,0,stable_identical_rank
5,True,proprietary_gpt,False,"[""ox14-c000357|ox14-c000060|ox14-c000113|ox14-c000183|ox14-c000302""]",10,1.0,5,False,0,1.0,1.0,0.2,0.2,0.2,0.0,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]",ow14-s0171,positive,1.0,1.0,"{""valid"": 5}",0,0,0,1,1,5,10,"[5, 5, 5, 5, 5]",10,1.0,True,10,0.0,0,stable_identical_rank
5,True,proprietary_gpt,False,"[""ox14-c000398|ox14-c000381|ox14-c000103|ox14-c000013|ox14-c000293""]",10,1.0,5,False,0,1.0,1.0,0.25,0.25,0.25,0.0,0.0,"[0.25, 0.25, 0.25, 0.25, 0.25]",ow14-s0172,positive,1.0,1.0,"{""valid"": 5}",0,0,5,1,1,5,10,"[4, 4, 4, 4, 4]",10,1.0,True,10,0.0,0,stable_identical_rank
5,False,proprietary_gpt,True,"[""ox14-c000142|ox14-c000422|ox14-c000107|ox14-c000373|ox14-c000093"", ""ox14-c000373|ox14-c000093|ox14-c000107|ox14-c000142|ox14-c000422""]",6,0.6,5,False,0,0.36,1.0,0.4,1.0,0.25,0.3,0.75,"[0.25, 0.25, 0.25, 0.25, 1.0]",ow14-s0173,positive,0.27999999999999997,1.0,"{""valid"": 5}",1,1,5,2,2,5,10,"[4, 4, 4, 4, 1]",6,0.6,False,10,1.2,3,varies_by_two_or_more_positions
