arm_family,arm_id,candidate_test_budget,expected_model_runtime,ground_truth_available_to_runner,protocol_commit,protocol_tag,representation_condition,row_id,scenario_id,schema_version,scored,sequence,snapshot_path,snapshot_reference,top_k,trial_number
gpt,gpt_enriched,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r00684,ow14-s0016,owasp-xss-v14-1-immutable-execution-schedule-v1,True,684,model-facing/enriched-candidate-snapshots/ow14-s0016.json,"{""candidate_input_sha256"": ""b3255232566433378f4046acd0d6234442741303283a1b28f1b097730800d14f"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0016.json"", ""snapshot_sha256"": ""00bec1c0c96aaccae2002cccf5195f70a8bd9602d399d46e626ab2fcd274fefd""}",4,1
gpt,gpt_minimal,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00685,ow14-s0016,owasp-xss-v14-1-immutable-execution-schedule-v1,True,685,model-facing/minimal-candidate-snapshots/ow14-s0016.json,"{""candidate_input_sha256"": ""20e47bd699746136728fa5de4908c1fcd1a6caa4dde6194c165819f1e16c5077"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0016.json"", ""snapshot_sha256"": ""e7879de5155bf2810e9a347db570ddd52221be0cb6d5b41a18648ed107e26caf""}",4,2
gpt,gpt_enriched,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r00686,ow14-s0016,owasp-xss-v14-1-immutable-execution-schedule-v1,True,686,model-facing/enriched-candidate-snapshots/ow14-s0016.json,"{""candidate_input_sha256"": ""b3255232566433378f4046acd0d6234442741303283a1b28f1b097730800d14f"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0016.json"", ""snapshot_sha256"": ""00bec1c0c96aaccae2002cccf5195f70a8bd9602d399d46e626ab2fcd274fefd""}",4,2
gpt,gpt_minimal,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00687,ow14-s0016,owasp-xss-v14-1-immutable-execution-schedule-v1,True,687,model-facing/minimal-candidate-snapshots/ow14-s0016.json,"{""candidate_input_sha256"": ""20e47bd699746136728fa5de4908c1fcd1a6caa4dde6194c165819f1e16c5077"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0016.json"", ""snapshot_sha256"": ""e7879de5155bf2810e9a347db570ddd52221be0cb6d5b41a18648ed107e26caf""}",4,3
gpt,gpt_enriched,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r00688,ow14-s0016,owasp-xss-v14-1-immutable-execution-schedule-v1,True,688,model-facing/enriched-candidate-snapshots/ow14-s0016.json,"{""candidate_input_sha256"": ""b3255232566433378f4046acd0d6234442741303283a1b28f1b097730800d14f"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0016.json"", ""snapshot_sha256"": ""00bec1c0c96aaccae2002cccf5195f70a8bd9602d399d46e626ab2fcd274fefd""}",4,3
gpt,gpt_minimal,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00689,ow14-s0016,owasp-xss-v14-1-immutable-execution-schedule-v1,True,689,model-facing/minimal-candidate-snapshots/ow14-s0016.json,"{""candidate_input_sha256"": ""20e47bd699746136728fa5de4908c1fcd1a6caa4dde6194c165819f1e16c5077"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0016.json"", ""snapshot_sha256"": ""e7879de5155bf2810e9a347db570ddd52221be0cb6d5b41a18648ed107e26caf""}",4,4
gpt,gpt_enriched,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r00690,ow14-s0016,owasp-xss-v14-1-immutable-execution-schedule-v1,True,690,model-facing/enriched-candidate-snapshots/ow14-s0016.json,"{""candidate_input_sha256"": ""b3255232566433378f4046acd0d6234442741303283a1b28f1b097730800d14f"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0016.json"", ""snapshot_sha256"": ""00bec1c0c96aaccae2002cccf5195f70a8bd9602d399d46e626ab2fcd274fefd""}",4,4
gpt,gpt_minimal,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00691,ow14-s0016,owasp-xss-v14-1-immutable-execution-schedule-v1,True,691,model-facing/minimal-candidate-snapshots/ow14-s0016.json,"{""candidate_input_sha256"": ""20e47bd699746136728fa5de4908c1fcd1a6caa4dde6194c165819f1e16c5077"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0016.json"", ""snapshot_sha256"": ""e7879de5155bf2810e9a347db570ddd52221be0cb6d5b41a18648ed107e26caf""}",4,5
gpt,gpt_enriched,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r00692,ow14-s0016,owasp-xss-v14-1-immutable-execution-schedule-v1,True,692,model-facing/enriched-candidate-snapshots/ow14-s0016.json,"{""candidate_input_sha256"": ""b3255232566433378f4046acd0d6234442741303283a1b28f1b097730800d14f"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0016.json"", ""snapshot_sha256"": ""00bec1c0c96aaccae2002cccf5195f70a8bd9602d399d46e626ab2fcd274fefd""}",4,5
gpt,gpt_minimal,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00693,ow14-s0017,owasp-xss-v14-1-immutable-execution-schedule-v1,True,693,model-facing/minimal-candidate-snapshots/ow14-s0017.json,"{""candidate_input_sha256"": ""c957001e1680db907f3c255eab35724c065539a9c935e4cb8d09ffd9aa8f30f3"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0017.json"", ""snapshot_sha256"": ""2381598bccc0ad600a6ec59dbe5f25ae0ba86b9341fe41258244eb6b854dcf27""}",4,1
gpt,gpt_enriched,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r00694,ow14-s0017,owasp-xss-v14-1-immutable-execution-schedule-v1,True,694,model-facing/enriched-candidate-snapshots/ow14-s0017.json,"{""candidate_input_sha256"": ""258587bc4f59313440c75a14e464e278c87312c113d0f2ed1c7d2677c8779c64"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0017.json"", ""snapshot_sha256"": ""0ab939c6a4b3549429eae671dbcff7add081e823172f789e901915abdbe1aefe""}",4,1
gpt,gpt_minimal,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00695,ow14-s0017,owasp-xss-v14-1-immutable-execution-schedule-v1,True,695,model-facing/minimal-candidate-snapshots/ow14-s0017.json,"{""candidate_input_sha256"": ""c957001e1680db907f3c255eab35724c065539a9c935e4cb8d09ffd9aa8f30f3"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0017.json"", ""snapshot_sha256"": ""2381598bccc0ad600a6ec59dbe5f25ae0ba86b9341fe41258244eb6b854dcf27""}",4,2
gpt,gpt_enriched,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r00696,ow14-s0017,owasp-xss-v14-1-immutable-execution-schedule-v1,True,696,model-facing/enriched-candidate-snapshots/ow14-s0017.json,"{""candidate_input_sha256"": ""258587bc4f59313440c75a14e464e278c87312c113d0f2ed1c7d2677c8779c64"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0017.json"", ""snapshot_sha256"": ""0ab939c6a4b3549429eae671dbcff7add081e823172f789e901915abdbe1aefe""}",4,2
gpt,gpt_minimal,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00697,ow14-s0017,owasp-xss-v14-1-immutable-execution-schedule-v1,True,697,model-facing/minimal-candidate-snapshots/ow14-s0017.json,"{""candidate_input_sha256"": ""c957001e1680db907f3c255eab35724c065539a9c935e4cb8d09ffd9aa8f30f3"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0017.json"", ""snapshot_sha256"": ""2381598bccc0ad600a6ec59dbe5f25ae0ba86b9341fe41258244eb6b854dcf27""}",4,3
gpt,gpt_enriched,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r00698,ow14-s0017,owasp-xss-v14-1-immutable-execution-schedule-v1,True,698,model-facing/enriched-candidate-snapshots/ow14-s0017.json,"{""candidate_input_sha256"": ""258587bc4f59313440c75a14e464e278c87312c113d0f2ed1c7d2677c8779c64"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0017.json"", ""snapshot_sha256"": ""0ab939c6a4b3549429eae671dbcff7add081e823172f789e901915abdbe1aefe""}",4,3
gpt,gpt_minimal,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00699,ow14-s0017,owasp-xss-v14-1-immutable-execution-schedule-v1,True,699,model-facing/minimal-candidate-snapshots/ow14-s0017.json,"{""candidate_input_sha256"": ""c957001e1680db907f3c255eab35724c065539a9c935e4cb8d09ffd9aa8f30f3"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0017.json"", ""snapshot_sha256"": ""2381598bccc0ad600a6ec59dbe5f25ae0ba86b9341fe41258244eb6b854dcf27""}",4,4
gpt,gpt_enriched,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r00700,ow14-s0017,owasp-xss-v14-1-immutable-execution-schedule-v1,True,700,model-facing/enriched-candidate-snapshots/ow14-s0017.json,"{""candidate_input_sha256"": ""258587bc4f59313440c75a14e464e278c87312c113d0f2ed1c7d2677c8779c64"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0017.json"", ""snapshot_sha256"": ""0ab939c6a4b3549429eae671dbcff7add081e823172f789e901915abdbe1aefe""}",4,4
gpt,gpt_minimal,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00701,ow14-s0017,owasp-xss-v14-1-immutable-execution-schedule-v1,True,701,model-facing/minimal-candidate-snapshots/ow14-s0017.json,"{""candidate_input_sha256"": ""c957001e1680db907f3c255eab35724c065539a9c935e4cb8d09ffd9aa8f30f3"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0017.json"", ""snapshot_sha256"": ""2381598bccc0ad600a6ec59dbe5f25ae0ba86b9341fe41258244eb6b854dcf27""}",4,5
gpt,gpt_enriched,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r00702,ow14-s0017,owasp-xss-v14-1-immutable-execution-schedule-v1,True,702,model-facing/enriched-candidate-snapshots/ow14-s0017.json,"{""candidate_input_sha256"": ""258587bc4f59313440c75a14e464e278c87312c113d0f2ed1c7d2677c8779c64"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0017.json"", ""snapshot_sha256"": ""0ab939c6a4b3549429eae671dbcff7add081e823172f789e901915abdbe1aefe""}",4,5
gpt,gpt_minimal,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00703,ow14-s0018,owasp-xss-v14-1-immutable-execution-schedule-v1,True,703,model-facing/minimal-candidate-snapshots/ow14-s0018.json,"{""candidate_input_sha256"": ""f9bc330b50f53547e5c0dae851b51995b98d97c3d980843c083a76e7743a13cc"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0018.json"", ""snapshot_sha256"": ""616bbb85aa4ed7066f1cfeb5d39d586a58f29437a0d41d09918feb3a33008149""}",4,1
gpt,gpt_enriched,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r00704,ow14-s0018,owasp-xss-v14-1-immutable-execution-schedule-v1,True,704,model-facing/enriched-candidate-snapshots/ow14-s0018.json,"{""candidate_input_sha256"": ""d05014e908bc8a4c22fafac7073cf834f3f7c1d8ba91075e524e49aa4d36aa13"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0018.json"", ""snapshot_sha256"": ""5722ae390d8039716f0277fcb5f15e918ef2da8f69f4849c19d2c8d814a3e4d2""}",4,1
gpt,gpt_minimal,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00705,ow14-s0018,owasp-xss-v14-1-immutable-execution-schedule-v1,True,705,model-facing/minimal-candidate-snapshots/ow14-s0018.json,"{""candidate_input_sha256"": ""f9bc330b50f53547e5c0dae851b51995b98d97c3d980843c083a76e7743a13cc"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0018.json"", ""snapshot_sha256"": ""616bbb85aa4ed7066f1cfeb5d39d586a58f29437a0d41d09918feb3a33008149""}",4,2
gpt,gpt_enriched,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r00706,ow14-s0018,owasp-xss-v14-1-immutable-execution-schedule-v1,True,706,model-facing/enriched-candidate-snapshots/ow14-s0018.json,"{""candidate_input_sha256"": ""d05014e908bc8a4c22fafac7073cf834f3f7c1d8ba91075e524e49aa4d36aa13"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0018.json"", ""snapshot_sha256"": ""5722ae390d8039716f0277fcb5f15e918ef2da8f69f4849c19d2c8d814a3e4d2""}",4,2
gpt,gpt_minimal,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00707,ow14-s0018,owasp-xss-v14-1-immutable-execution-schedule-v1,True,707,model-facing/minimal-candidate-snapshots/ow14-s0018.json,"{""candidate_input_sha256"": ""f9bc330b50f53547e5c0dae851b51995b98d97c3d980843c083a76e7743a13cc"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0018.json"", ""snapshot_sha256"": ""616bbb85aa4ed7066f1cfeb5d39d586a58f29437a0d41d09918feb3a33008149""}",4,3
gpt,gpt_enriched,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r00708,ow14-s0018,owasp-xss-v14-1-immutable-execution-schedule-v1,True,708,model-facing/enriched-candidate-snapshots/ow14-s0018.json,"{""candidate_input_sha256"": ""d05014e908bc8a4c22fafac7073cf834f3f7c1d8ba91075e524e49aa4d36aa13"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0018.json"", ""snapshot_sha256"": ""5722ae390d8039716f0277fcb5f15e918ef2da8f69f4849c19d2c8d814a3e4d2""}",4,3
gpt,gpt_minimal,4,"{""model_identifier"": ""gpt-5.6-luna"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""OpenAI"", ""runtime"": ""adstf.openai_ranking_wrapper"", ""settings"": {""OPENAI_RANKING_MODEL"": ""gpt-5.6-luna"", ""OPENAI_SEND_TEMPERATURE"": ""unset_or_false"", ""max_output_tokens"": 1200, ""provider_default_temperature"": ""used"", ""temperature_parameter"": ""omitted"", ""timeout_seconds"": 60}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00709,ow14-s0018,owasp-xss-v14-1-immutable-execution-schedule-v1,True,709,model-facing/minimal-candidate-snapshots/ow14-s0018.json,"{""candidate_input_sha256"": ""f9bc330b50f53547e5c0dae851b51995b98d97c3d980843c083a76e7743a13cc"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0018.json"", ""snapshot_sha256"": ""616bbb85aa4ed7066f1cfeb5d39d586a58f29437a0d41d09918feb3a33008149""}",4,4
