scenario_id,arm_id,trial_number,rank,candidate_id,action_path,parameter_name,ground_truth_vulnerable,within_top_k,model_identifier,provider,provider_failed,validation_error_count,latency_ms
x13-017,proprietary_gpt,5,3,query:http://127.0.0.1:4395/suite-v13/x13-017/east?item=sample&line=sample:item,/suite-v13/x13-017/east,item,False,True,gpt-5.6-luna,,True,1,
x13-010,proprietary_gpt,2,4,get-form:http://127.0.0.1:4395/suite-v13/x13-010/zenith:memo,/suite-v13/x13-010/zenith,memo,False,True,gpt-5.6-luna,,True,1,
x13-018,local_qwen,3,4,query:http://127.0.0.1:4395/suite-v13/x13-018/south?ref=sample&page=sample:page,/suite-v13/x13-018/south,page,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,84440
x13-014,local_qwen,1,4,get-form:http://127.0.0.1:4395/suite-v13/x13-014/raven:memo,/suite-v13/x13-014/raven,memo,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,141234
x13-020,proprietary_gpt,3,3,get-form:http://127.0.0.1:4395/suite-v13/x13-020/krypton:name,/suite-v13/x13-020/krypton,name,False,True,gpt-5.6-luna,,True,1,
x13-005,deterministic_structural,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-005/harbor:comment,/suite-v13/x13-005/harbor,comment,True,True,deterministic_structural,deterministic,False,0,
x13-003,proprietary_gpt,4,2,get-form:http://127.0.0.1:4395/suite-v13/x13-003/brook:note,/suite-v13/x13-003/brook,note,False,True,gpt-5.6-luna,,True,1,
x13-019,deterministic_structural,1,5,query:http://127.0.0.1:4395/suite-v13/x13-019/south?code=sample&view=sample&kind=sample:kind,/suite-v13/x13-019/south,kind,False,False,deterministic_structural,deterministic,False,0,
x13-010,proprietary_gpt,4,4,get-form:http://127.0.0.1:4395/suite-v13/x13-010/zenith:memo,/suite-v13/x13-010/zenith,memo,False,True,gpt-5.6-luna,,True,1,
x13-017,deterministic_structural,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-017/amber:tone,/suite-v13/x13-017/amber,tone,False,True,deterministic_structural,deterministic,False,0,
x13-012,proprietary_gpt,4,7,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:page,/suite-v13/x13-012/west,page,False,False,gpt-5.6-luna,,True,1,
x13-010,deterministic_structural,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-010/yarrow:name,/suite-v13/x13-010/yarrow,name,False,True,deterministic_structural,deterministic,False,0,
x13-013,proprietary_gpt,5,4,get-form:http://127.0.0.1:4395/suite-v13/x13-013/nova:item,/suite-v13/x13-013/nova,item,False,True,gpt-5.6-luna,,True,1,
x13-013,local_qwen,3,4,get-form:http://127.0.0.1:4395/suite-v13/x13-013/nova:item,/suite-v13/x13-013/nova,item,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,76432
x13-011,proprietary_gpt,3,3,get-form:http://127.0.0.1:4395/suite-v13/x13-011/ember:title,/suite-v13/x13-011/ember,title,False,True,gpt-5.6-luna,,True,1,
x13-006,proprietary_gpt,3,6,query:http://127.0.0.1:4395/suite-v13/x13-006/detail?ref=sample&page=sample&mode=sample&kind=sample:mode,/suite-v13/x13-006/detail,mode,False,False,gpt-5.6-luna,,True,1,
x13-006,local_qwen,5,1,get-form:http://127.0.0.1:4395/suite-v13/x13-006/lagoon:query,/suite-v13/x13-006/lagoon,query,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,124142
x13-011,local_qwen,5,6,query:http://127.0.0.1:4395/suite-v13/x13-011/east?line=sample&page=sample:page,/suite-v13/x13-011/east,page,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,87767
x13-013,local_qwen,5,4,get-form:http://127.0.0.1:4395/suite-v13/x13-013/nova:item,/suite-v13/x13-013/nova,item,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,79763
x13-020,proprietary_gpt,1,3,get-form:http://127.0.0.1:4395/suite-v13/x13-020/krypton:name,/suite-v13/x13-020/krypton,name,False,True,gpt-5.6-luna,,True,1,
x13-007,proprietary_gpt,5,4,query:http://127.0.0.1:4395/suite-v13/x13-007/east?ref=sample&view=sample:ref,/suite-v13/x13-007/east,ref,False,True,gpt-5.6-luna,,True,1,
x13-007,local_qwen,4,4,query:http://127.0.0.1:4395/suite-v13/x13-007/east?ref=sample&view=sample:ref,/suite-v13/x13-007/east,ref,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,107006
x13-013,proprietary_gpt,4,1,get-form:http://127.0.0.1:4395/suite-v13/x13-013/larch:code,/suite-v13/x13-013/larch,code,False,True,gpt-5.6-luna,,True,1,
x13-006,proprietary_gpt,2,4,get-form:http://127.0.0.1:4395/suite-v13/x13-006/onyx:message,/suite-v13/x13-006/onyx,message,False,True,gpt-5.6-luna,,True,1,
x13-020,local_qwen,4,4,get-form:http://127.0.0.1:4395/suite-v13/x13-020/lagoon:message,/suite-v13/x13-020/lagoon,message,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,158276
x13-009,proprietary_gpt,4,1,get-form:http://127.0.0.1:4395/suite-v13/x13-009/violet:term,/suite-v13/x13-009/violet,term,False,True,gpt-5.6-luna,,True,1,
x13-020,proprietary_gpt,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-020/krypton:name,/suite-v13/x13-020/krypton,name,False,True,gpt-5.6-luna,,True,1,
x13-015,local_qwen,5,1,get-form:http://127.0.0.1:4395/suite-v13/x13-015/stone:title,/suite-v13/x13-015/stone,title,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,114921
x13-014,local_qwen,2,1,get-form:http://127.0.0.1:4395/suite-v13/x13-014/orbit:search,/suite-v13/x13-014/orbit,search,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,131404
x13-008,proprietary_gpt,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-008/tango:name,/suite-v13/x13-008/tango,name,False,True,gpt-5.6-luna,,True,1,
x13-001,deterministic_structural,1,4,query:http://127.0.0.1:4395/suite-v13/x13-001/cedar?item=sample:item,/suite-v13/x13-001/cedar,item,False,True,deterministic_structural,deterministic,False,0,
x13-008,local_qwen,4,1,get-form:http://127.0.0.1:4395/suite-v13/x13-008/sable:query,/suite-v13/x13-008/sable,query,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,131176
x13-016,local_qwen,1,3,query:http://127.0.0.1:4395/suite-v13/x13-016/south?page=sample:page,/suite-v13/x13-016/south,page,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,116628
x13-004,proprietary_gpt,1,5,query:http://127.0.0.1:4395/suite-v13/x13-004/west?ref=sample&kind=sample:kind,/suite-v13/x13-004/west,kind,False,False,gpt-5.6-luna,,True,1,
x13-017,proprietary_gpt,3,1,get-form:http://127.0.0.1:4395/suite-v13/x13-017/amber:tone,/suite-v13/x13-017/amber,tone,False,True,gpt-5.6-luna,,True,1,
x13-016,local_qwen,4,2,get-form:http://127.0.0.1:4395/suite-v13/x13-016/walnut:query,/suite-v13/x13-016/walnut,query,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,113470
x13-020,proprietary_gpt,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-020/juniper:text,/suite-v13/x13-020/juniper,text,False,True,gpt-5.6-luna,,True,1,
x13-015,proprietary_gpt,3,3,get-form:http://127.0.0.1:4395/suite-v13/x13-015/upland:message,/suite-v13/x13-015/upland,message,True,True,gpt-5.6-luna,,True,1,
x13-010,proprietary_gpt,4,1,get-form:http://127.0.0.1:4395/suite-v13/x13-010/aurora:text,/suite-v13/x13-010/aurora,text,True,True,gpt-5.6-luna,,True,1,
x13-013,local_qwen,5,5,query:http://127.0.0.1:4395/suite-v13/x13-013/south?view=sample:view,/suite-v13/x13-013/south,view,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,79763
x13-024,proprietary_gpt,4,4,query:http://127.0.0.1:4395/suite-v13/x13-024/east?item=sample&view=sample:view,/suite-v13/x13-024/east,view,False,True,gpt-5.6-luna,,True,1,
x13-013,local_qwen,4,4,get-form:http://127.0.0.1:4395/suite-v13/x13-013/nova:item,/suite-v13/x13-013/nova,item,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,122117
x13-015,local_qwen,4,5,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:mode,/suite-v13/x13-015/south,mode,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,171779
x13-015,local_qwen,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-015/thistle:comment,/suite-v13/x13-015/thistle,comment,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,169630
x13-005,local_qwen,1,3,get-form:http://127.0.0.1:4395/suite-v13/x13-005/juniper:search,/suite-v13/x13-005/juniper,search,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,171434
x13-006,local_qwen,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-006/mesa:text,/suite-v13/x13-006/mesa,text,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,165614
x13-004,local_qwen,1,6,query:http://127.0.0.1:4395/suite-v13/x13-004/west?ref=sample&kind=sample:ref,/suite-v13/x13-004/west,ref,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,132693
x13-003,local_qwen,2,6,query:http://127.0.0.1:4395/suite-v13/x13-003/west?view=sample&page=sample:view,/suite-v13/x13-003/west,view,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,108237
x13-011,local_qwen,2,5,query:http://127.0.0.1:4395/suite-v13/x13-011/east?line=sample&page=sample:line,/suite-v13/x13-011/east,line,True,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,113386
x13-004,proprietary_gpt,2,5,query:http://127.0.0.1:4395/suite-v13/x13-004/west?ref=sample&kind=sample:kind,/suite-v13/x13-004/west,kind,False,False,gpt-5.6-luna,,True,1,
x13-013,proprietary_gpt,2,5,query:http://127.0.0.1:4395/suite-v13/x13-013/south?view=sample:view,/suite-v13/x13-013/south,view,False,False,gpt-5.6-luna,,True,1,
x13-023,local_qwen,4,5,query:http://127.0.0.1:4395/suite-v13/x13-023/south?ref=sample&page=sample&mode=sample&kind=sample:kind,/suite-v13/x13-023/south,kind,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,172880
x13-020,local_qwen,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-020/iris:query,/suite-v13/x13-020/iris,query,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,136984
x13-011,proprietary_gpt,4,1,get-form:http://127.0.0.1:4395/suite-v13/x13-011/cobalt:query,/suite-v13/x13-011/cobalt,query,False,True,gpt-5.6-luna,,True,1,
x13-006,local_qwen,1,7,query:http://127.0.0.1:4395/suite-v13/x13-006/detail?ref=sample&page=sample&mode=sample&kind=sample:page,/suite-v13/x13-006/detail,page,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,194949
x13-015,local_qwen,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-015/stone:title,/suite-v13/x13-015/stone,title,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,169630
x13-004,local_qwen,2,6,query:http://127.0.0.1:4395/suite-v13/x13-004/west?ref=sample&kind=sample:ref,/suite-v13/x13-004/west,ref,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,116875
x13-005,local_qwen,4,3,get-form:http://127.0.0.1:4395/suite-v13/x13-005/juniper:search,/suite-v13/x13-005/juniper,search,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,111009
x13-023,proprietary_gpt,2,5,query:http://127.0.0.1:4395/suite-v13/x13-023/south?ref=sample&page=sample&mode=sample&kind=sample:kind,/suite-v13/x13-023/south,kind,False,False,gpt-5.6-luna,,True,1,
x13-012,proprietary_gpt,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-012/hazel:query,/suite-v13/x13-012/hazel,query,False,True,gpt-5.6-luna,,True,1,
x13-008,proprietary_gpt,4,4,get-form:http://127.0.0.1:4395/suite-v13/x13-008/umber:memo,/suite-v13/x13-008/umber,memo,False,True,gpt-5.6-luna,,True,1,
x13-004,deterministic_structural,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-004/field:query,/suite-v13/x13-004/field,query,False,True,deterministic_structural,deterministic,False,0,
x13-004,proprietary_gpt,1,3,get-form:http://127.0.0.1:4395/suite-v13/x13-004/field:query,/suite-v13/x13-004/field,query,False,True,gpt-5.6-luna,,True,1,
x13-004,local_qwen,3,2,get-form:http://127.0.0.1:4395/suite-v13/x13-004/echo:name,/suite-v13/x13-004/echo,name,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,83599
x13-012,local_qwen,3,2,get-form:http://127.0.0.1:4395/suite-v13/x13-012/hazel:query,/suite-v13/x13-012/hazel,query,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,124849
x13-016,local_qwen,4,5,get-form:http://127.0.0.1:4395/suite-v13/x13-016/yonder:slot,/suite-v13/x13-016/yonder,slot,True,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,113470
x13-021,proprietary_gpt,3,5,query:http://127.0.0.1:4395/suite-v13/x13-021/south?code=sample&view=sample:code,/suite-v13/x13-021/south,code,False,False,gpt-5.6-luna,,True,1,
x13-006,proprietary_gpt,2,7,query:http://127.0.0.1:4395/suite-v13/x13-006/detail?ref=sample&page=sample&mode=sample&kind=sample:page,/suite-v13/x13-006/detail,page,False,False,gpt-5.6-luna,,True,1,
x13-021,proprietary_gpt,2,5,query:http://127.0.0.1:4395/suite-v13/x13-021/south?code=sample&view=sample:code,/suite-v13/x13-021/south,code,False,False,gpt-5.6-luna,,True,1,
x13-017,local_qwen,4,4,query:http://127.0.0.1:4395/suite-v13/x13-017/east?item=sample&line=sample:line,/suite-v13/x13-017/east,line,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,92104
x13-021,local_qwen,5,5,query:http://127.0.0.1:4395/suite-v13/x13-021/south?code=sample&view=sample:code,/suite-v13/x13-021/south,code,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,96683
x13-010,proprietary_gpt,5,5,query:http://127.0.0.1:4395/suite-v13/x13-010/south?code=sample&view=sample&page=sample:code,/suite-v13/x13-010/south,code,False,False,gpt-5.6-luna,,True,1,
x13-022,proprietary_gpt,3,5,query:http://127.0.0.1:4395/suite-v13/x13-022/east?term=sample&page=sample:page,/suite-v13/x13-022/east,page,False,False,gpt-5.6-luna,,True,1,
x13-007,local_qwen,4,3,get-form:http://127.0.0.1:4395/suite-v13/x13-007/ridge:item,/suite-v13/x13-007/ridge,item,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,107006
x13-021,deterministic_structural,1,6,query:http://127.0.0.1:4395/suite-v13/x13-021/south?code=sample&view=sample:view,/suite-v13/x13-021/south,view,False,False,deterministic_structural,deterministic,False,0,
x13-024,deterministic_structural,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-024/yarrow:line,/suite-v13/x13-024/yarrow,line,False,True,deterministic_structural,deterministic,False,0,
x13-004,local_qwen,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-004/echo:name,/suite-v13/x13-004/echo,name,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,116875
x13-018,proprietary_gpt,3,5,query:http://127.0.0.1:4395/suite-v13/x13-018/south?ref=sample&page=sample:ref,/suite-v13/x13-018/south,ref,False,False,gpt-5.6-luna,,True,1,
x13-006,local_qwen,3,4,get-form:http://127.0.0.1:4395/suite-v13/x13-006/onyx:message,/suite-v13/x13-006/onyx,message,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,117878
x13-021,proprietary_gpt,3,2,get-form:http://127.0.0.1:4395/suite-v13/x13-021/mesa:name,/suite-v13/x13-021/mesa,name,False,True,gpt-5.6-luna,,True,1,
x13-022,proprietary_gpt,5,2,get-form:http://127.0.0.1:4395/suite-v13/x13-022/quartz:comment,/suite-v13/x13-022/quartz,comment,False,True,gpt-5.6-luna,,True,1,
x13-007,proprietary_gpt,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-007/quartz:memo,/suite-v13/x13-007/quartz,memo,False,True,gpt-5.6-luna,,True,1,
x13-006,proprietary_gpt,1,4,get-form:http://127.0.0.1:4395/suite-v13/x13-006/onyx:message,/suite-v13/x13-006/onyx,message,False,True,gpt-5.6-luna,,True,1,
x13-015,local_qwen,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-015/upland:message,/suite-v13/x13-015/upland,message,True,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,153231
x13-010,proprietary_gpt,3,3,get-form:http://127.0.0.1:4395/suite-v13/x13-010/yarrow:name,/suite-v13/x13-010/yarrow,name,False,True,gpt-5.6-luna,,True,1,
x13-012,proprietary_gpt,3,4,get-form:http://127.0.0.1:4395/suite-v13/x13-012/juno:text,/suite-v13/x13-012/juno,text,False,True,gpt-5.6-luna,,True,1,
x13-005,local_qwen,4,2,get-form:http://127.0.0.1:4395/suite-v13/x13-005/iris:name,/suite-v13/x13-005/iris,name,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,111009
x13-002,proprietary_gpt,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-002/mason:text,/suite-v13/x13-002/mason,text,False,True,gpt-5.6-luna,,True,1,
x13-006,proprietary_gpt,5,4,get-form:http://127.0.0.1:4395/suite-v13/x13-006/onyx:message,/suite-v13/x13-006/onyx,message,False,True,gpt-5.6-luna,,True,1,
x13-019,local_qwen,5,3,get-form:http://127.0.0.1:4395/suite-v13/x13-019/harbor:memo,/suite-v13/x13-019/harbor,memo,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,103197
x13-006,proprietary_gpt,4,8,query:http://127.0.0.1:4395/suite-v13/x13-006/detail?ref=sample&page=sample&mode=sample&kind=sample:ref,/suite-v13/x13-006/detail,ref,True,False,gpt-5.6-luna,,True,1,
x13-003,proprietary_gpt,5,4,get-form:http://127.0.0.1:4395/suite-v13/x13-003/delta:line,/suite-v13/x13-003/delta,line,True,True,gpt-5.6-luna,,True,1,
x13-006,local_qwen,5,6,query:http://127.0.0.1:4395/suite-v13/x13-006/detail?ref=sample&page=sample&mode=sample&kind=sample:mode,/suite-v13/x13-006/detail,mode,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,124142
x13-013,local_qwen,4,1,get-form:http://127.0.0.1:4395/suite-v13/x13-013/larch:code,/suite-v13/x13-013/larch,code,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,122117
x13-017,proprietary_gpt,4,1,get-form:http://127.0.0.1:4395/suite-v13/x13-017/amber:tone,/suite-v13/x13-017/amber,tone,False,True,gpt-5.6-luna,,True,1,
x13-010,local_qwen,2,1,get-form:http://127.0.0.1:4395/suite-v13/x13-010/aurora:text,/suite-v13/x13-010/aurora,text,True,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,137596
x13-006,local_qwen,2,5,query:http://127.0.0.1:4395/suite-v13/x13-006/detail?ref=sample&page=sample&mode=sample&kind=sample:kind,/suite-v13/x13-006/detail,kind,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,165614
x13-023,local_qwen,3,3,get-form:http://127.0.0.1:4395/suite-v13/x13-023/violet:name,/suite-v13/x13-023/violet,name,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,131736
x13-018,local_qwen,1,3,get-form:http://127.0.0.1:4395/suite-v13/x13-018/echo:name,/suite-v13/x13-018/echo,name,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,122733
x13-010,proprietary_gpt,3,7,query:http://127.0.0.1:4395/suite-v13/x13-010/south?code=sample&view=sample&page=sample:view,/suite-v13/x13-010/south,view,False,False,gpt-5.6-luna,,True,1,
x13-016,deterministic_structural,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-016/walnut:query,/suite-v13/x13-016/walnut,query,False,True,deterministic_structural,deterministic,False,0,
x13-011,proprietary_gpt,2,1,get-form:http://127.0.0.1:4395/suite-v13/x13-011/cobalt:query,/suite-v13/x13-011/cobalt,query,False,True,gpt-5.6-luna,,True,1,
x13-012,proprietary_gpt,4,8,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:slot,/suite-v13/x13-012/west,slot,True,False,gpt-5.6-luna,,True,1,
x13-022,proprietary_gpt,1,6,query:http://127.0.0.1:4395/suite-v13/x13-022/east?term=sample&page=sample:term,/suite-v13/x13-022/east,term,False,False,gpt-5.6-luna,,True,1,
x13-018,local_qwen,2,5,query:http://127.0.0.1:4395/suite-v13/x13-018/south?ref=sample&page=sample:ref,/suite-v13/x13-018/south,ref,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,108828
x13-014,proprietary_gpt,3,2,get-form:http://127.0.0.1:4395/suite-v13/x13-014/pearl:name,/suite-v13/x13-014/pearl,name,False,True,gpt-5.6-luna,,True,1,
x13-019,local_qwen,5,6,query:http://127.0.0.1:4395/suite-v13/x13-019/south?code=sample&view=sample&kind=sample:view,/suite-v13/x13-019/south,view,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,103197
x13-005,local_qwen,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-005/harbor:comment,/suite-v13/x13-005/harbor,comment,True,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,171434
x13-023,proprietary_gpt,3,3,get-form:http://127.0.0.1:4395/suite-v13/x13-023/violet:name,/suite-v13/x13-023/violet,name,False,True,gpt-5.6-luna,,True,1,
x13-021,local_qwen,4,2,get-form:http://127.0.0.1:4395/suite-v13/x13-021/mesa:name,/suite-v13/x13-021/mesa,name,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,136688
x13-010,local_qwen,5,2,get-form:http://127.0.0.1:4395/suite-v13/x13-010/benton:line,/suite-v13/x13-010/benton,line,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,110879
x13-023,local_qwen,1,4,get-form:http://127.0.0.1:4395/suite-v13/x13-023/willow:text,/suite-v13/x13-023/willow,text,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,174505
x13-001,proprietary_gpt,5,2,get-form:http://127.0.0.1:4395/suite-v13/x13-001/birch:memo,/suite-v13/x13-001/birch,memo,False,True,gpt-5.6-luna,,True,1,
x13-011,proprietary_gpt,1,6,query:http://127.0.0.1:4395/suite-v13/x13-011/east?line=sample&page=sample:page,/suite-v13/x13-011/east,page,False,False,gpt-5.6-luna,,True,1,
x13-023,proprietary_gpt,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-023/tango:search,/suite-v13/x13-023/tango,search,False,True,gpt-5.6-luna,,True,1,
x13-006,proprietary_gpt,5,7,query:http://127.0.0.1:4395/suite-v13/x13-006/detail?ref=sample&page=sample&mode=sample&kind=sample:page,/suite-v13/x13-006/detail,page,False,False,gpt-5.6-luna,,True,1,
x13-022,local_qwen,5,3,get-form:http://127.0.0.1:4395/suite-v13/x13-022/ridge:title,/suite-v13/x13-022/ridge,title,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,90196
x13-020,proprietary_gpt,5,5,query:http://127.0.0.1:4395/suite-v13/x13-020/south?ref=sample&page=sample&mode=sample:mode,/suite-v13/x13-020/south,mode,False,False,gpt-5.6-luna,,True,1,
x13-002,proprietary_gpt,3,5,query:http://127.0.0.1:4395/suite-v13/x13-002/keel?ref=sample:ref,/suite-v13/x13-002/keel,ref,True,False,gpt-5.6-luna,,True,1,
x13-008,proprietary_gpt,5,1,get-form:http://127.0.0.1:4395/suite-v13/x13-008/sable:query,/suite-v13/x13-008/sable,query,False,True,gpt-5.6-luna,,True,1,
x13-011,local_qwen,5,4,get-form:http://127.0.0.1:4395/suite-v13/x13-011/fable:name,/suite-v13/x13-011/fable,name,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,87767
x13-010,proprietary_gpt,3,4,get-form:http://127.0.0.1:4395/suite-v13/x13-010/zenith:memo,/suite-v13/x13-010/zenith,memo,False,True,gpt-5.6-luna,,True,1,
x13-010,local_qwen,4,5,query:http://127.0.0.1:4395/suite-v13/x13-010/south?code=sample&view=sample&page=sample:code,/suite-v13/x13-010/south,code,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,177904
x13-008,proprietary_gpt,4,2,get-form:http://127.0.0.1:4395/suite-v13/x13-008/tango:name,/suite-v13/x13-008/tango,name,False,True,gpt-5.6-luna,,True,1,
x13-012,local_qwen,2,1,get-form:http://127.0.0.1:4395/suite-v13/x13-012/garden:search,/suite-v13/x13-012/garden,search,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,170205
x13-003,local_qwen,4,2,get-form:http://127.0.0.1:4395/suite-v13/x13-003/brook:note,/suite-v13/x13-003/brook,note,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,73743
x13-023,local_qwen,3,5,query:http://127.0.0.1:4395/suite-v13/x13-023/south?ref=sample&page=sample&mode=sample&kind=sample:kind,/suite-v13/x13-023/south,kind,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,131736
x13-009,local_qwen,4,2,get-form:http://127.0.0.1:4395/suite-v13/x13-009/willow:note,/suite-v13/x13-009/willow,note,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,78633
x13-013,local_qwen,4,5,query:http://127.0.0.1:4395/suite-v13/x13-013/south?view=sample:view,/suite-v13/x13-013/south,view,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,122117
