arm_id,scenario_id,trial_number,rank,candidate_id,candidate_known,duplicate_in_response,valid_trial,rationale
proprietary_gpt,x13-011,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-011/drift:memo,True,False,True,Single editable GET text field and straightforward parameter mapping.
proprietary_gpt,x13-011,1,3,get-form:http://127.0.0.1:4395/suite-v13/x13-011/ember:title,True,False,True,"Single editable GET text field with clear, direct input attribution."
proprietary_gpt,x13-011,1,4,get-form:http://127.0.0.1:4395/suite-v13/x13-011/fable:name,True,False,True,"Simple one-field GET form, though the generic parameter name provides less contextual signal."
proprietary_gpt,x13-011,1,5,query:http://127.0.0.1:4395/suite-v13/x13-011/east?line=sample&page=sample:line,True,False,True,"Editable query parameter, but the endpoint includes another parameter that may complicate attribution."
proprietary_gpt,x13-011,1,6,query:http://127.0.0.1:4395/suite-v13/x13-011/east?line=sample&page=sample:page,True,False,True,Editable query parameter with the same multi-parameter attribution complexity.
proprietary_gpt,x13-011,2,1,get-form:http://127.0.0.1:4395/suite-v13/x13-011/cobalt:query,True,False,True,"Single editable text parameter on a GET form, providing a focused reflection candidate."
proprietary_gpt,x13-011,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-011/drift:memo,True,False,True,Single editable text parameter with minimal request complexity and likely free-form input.
proprietary_gpt,x13-011,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-011/ember:title,True,False,True,Single editable text parameter and straightforward input surface.
proprietary_gpt,x13-011,2,4,get-form:http://127.0.0.1:4395/suite-v13/x13-011/fable:name,True,False,True,"Simple one-parameter text form, though the field semantics are less explicitly free-form."
proprietary_gpt,x13-011,2,5,query:http://127.0.0.1:4395/suite-v13/x13-011/east?line=sample&page=sample:line,True,False,True,"Editable query parameter, but the endpoint has an additional parameter that increases ambiguity."
proprietary_gpt,x13-011,2,6,query:http://127.0.0.1:4395/suite-v13/x13-011/east?line=sample&page=sample:page,True,False,True,Editable query parameter with an additional parameter; page commonly has more constrained semantics.
proprietary_gpt,x13-011,3,1,get-form:http://127.0.0.1:4395/suite-v13/x13-011/cobalt:query,True,False,True,"Single optional text input in a simple GET form, making reflection-focused testing straightforward."
proprietary_gpt,x13-011,3,2,get-form:http://127.0.0.1:4395/suite-v13/x13-011/drift:memo,True,False,True,Single optional text input in a simple GET form with minimal request complexity.
proprietary_gpt,x13-011,3,3,get-form:http://127.0.0.1:4395/suite-v13/x13-011/ember:title,True,False,True,Single optional text input in a simple GET form and easy to isolate.
proprietary_gpt,x13-011,3,4,get-form:http://127.0.0.1:4395/suite-v13/x13-011/fable:name,True,False,True,Single optional text input in a simple GET form with one editable parameter.
proprietary_gpt,x13-011,3,5,query:http://127.0.0.1:4395/suite-v13/x13-011/east?line=sample&page=sample:line,True,False,True,"Editable query parameter, but the endpoint includes an additional parameter that increases request complexity."
proprietary_gpt,x13-011,3,6,query:http://127.0.0.1:4395/suite-v13/x13-011/east?line=sample&page=sample:page,True,False,True,"Editable query parameter, but the endpoint includes an additional parameter that increases request complexity."
proprietary_gpt,x13-011,4,1,get-form:http://127.0.0.1:4395/suite-v13/x13-011/cobalt:query,True,False,True,Textual GET query input is commonly reflected in search or result content and has a direct single-parameter path.
proprietary_gpt,x13-011,4,2,query:http://127.0.0.1:4395/suite-v13/x13-011/east?line=sample&page=sample:line,True,False,True,User-controlled textual query parameter in a multi-parameter endpoint; line-like values may be echoed in displayed content.
proprietary_gpt,x13-011,4,3,get-form:http://127.0.0.1:4395/suite-v13/x13-011/fable:name,True,False,True,Free-form name input is likely to appear in a response or rendered label.
proprietary_gpt,x13-011,4,4,get-form:http://127.0.0.1:4395/suite-v13/x13-011/ember:title,True,False,True,Free-form title input has plausible reflection in headings or page content.
proprietary_gpt,x13-011,4,5,get-form:http://127.0.0.1:4395/suite-v13/x13-011/drift:memo,True,False,True,Text memo input is editable but may be handled as stored or less prominently rendered content.
proprietary_gpt,x13-011,4,6,query:http://127.0.0.1:4395/suite-v13/x13-011/east?line=sample&page=sample:page,True,False,True,Page-like query parameter is more likely to be parsed as navigation or pagination than reflected as text.
proprietary_gpt,x13-011,5,1,get-form:http://127.0.0.1:4395/suite-v13/x13-011/cobalt:query,True,False,True,"Single optional editable text field in a GET form, making it a direct reflected-input candidate."
proprietary_gpt,x13-011,5,2,get-form:http://127.0.0.1:4395/suite-v13/x13-011/ember:title,True,False,True,Single optional editable text field in a GET form with a clear user-controlled value.
proprietary_gpt,x13-011,5,3,get-form:http://127.0.0.1:4395/suite-v13/x13-011/fable:name,True,False,True,Single optional editable text field in a GET form; straightforward input surface.
proprietary_gpt,x13-011,5,4,get-form:http://127.0.0.1:4395/suite-v13/x13-011/drift:memo,True,False,True,"Single optional editable text field in a GET form, though otherwise indistinguishable from the other form candidates."
proprietary_gpt,x13-011,5,5,query:http://127.0.0.1:4395/suite-v13/x13-011/east?line=sample&page=sample:line,True,False,True,"Optional editable query parameter, but it shares a two-parameter endpoint rather than being a standalone form field."
proprietary_gpt,x13-011,5,6,query:http://127.0.0.1:4395/suite-v13/x13-011/east?line=sample&page=sample:page,True,False,True,Optional editable query parameter on the same two-parameter endpoint; no stronger distinguishing metadata is provided.
proprietary_gpt,x13-012,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-012/garden:search,True,False,True,Single optional GET search field; search terms are commonly echoed in result views.
proprietary_gpt,x13-012,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-012/juno:text,True,False,True,Free-form text input is a strong reflection candidate and has a simple one-parameter surface.
proprietary_gpt,x13-012,1,3,get-form:http://127.0.0.1:4395/suite-v13/x13-012/kepler:message,True,False,True,User-authored message content is likely to be displayed back in page feedback.
proprietary_gpt,x13-012,1,4,get-form:http://127.0.0.1:4395/suite-v13/x13-012/hazel:query,True,False,True,Free-form query input is commonly reused in response headings or result summaries.
proprietary_gpt,x13-012,1,5,get-form:http://127.0.0.1:4395/suite-v13/x13-012/islet:name,True,False,True,A user-supplied name may be rendered in personalized response content.
proprietary_gpt,x13-012,1,6,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:page,True,False,True,Page is directly user-controlled and may be echoed in navigation or pagination output.
proprietary_gpt,x13-012,1,7,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:mode,True,False,True,Mode can influence visible state and may appear in labels or status content.
proprietary_gpt,x13-012,1,8,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:slot,True,False,True,Slot is user-controlled but is more likely to select routing or content than be visibly reflected.
proprietary_gpt,x13-012,2,1,get-form:http://127.0.0.1:4395/suite-v13/x13-012/garden:search,True,False,True,GET search input is a common reflected-input surface with a single directly editable parameter.
proprietary_gpt,x13-012,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-012/juno:text,True,False,True,Free-form GET text input provides a straightforward reflected-input candidate.
proprietary_gpt,x13-012,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-012/kepler:message,True,False,True,Free-form message input is well suited to reflection-focused review.
proprietary_gpt,x13-012,2,4,get-form:http://127.0.0.1:4395/suite-v13/x13-012/hazel:query,True,False,True,"Free-form query text offers a direct, optional GET parameter to assess."
proprietary_gpt,x13-012,2,5,get-form:http://127.0.0.1:4395/suite-v13/x13-012/islet:name,True,False,True,Single editable name field is a plausible but less semantically broad reflection surface.
proprietary_gpt,x13-012,2,6,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:mode,True,False,True,"Direct query parameter is reviewable, though its mode-oriented name suggests potentially narrower use."
proprietary_gpt,x13-012,2,7,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:page,True,False,True,Direct page query parameter is accessible but commonly associated with navigation or pagination.
proprietary_gpt,x13-012,2,8,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:slot,True,False,True,Direct slot query parameter is accessible but provides less indication of free-form reflection.
proprietary_gpt,x13-012,3,1,get-form:http://127.0.0.1:4395/suite-v13/x13-012/garden:search,True,False,True,Single free-form GET search input is a strong candidate for direct reflection in results or page messaging.
proprietary_gpt,x13-012,3,2,get-form:http://127.0.0.1:4395/suite-v13/x13-012/hazel:query,True,False,True,Free-form query text commonly appears in search or filtering responses and is straightforward to assess.
proprietary_gpt,x13-012,3,3,get-form:http://127.0.0.1:4395/suite-v13/x13-012/juno:text,True,False,True,Generic text input offers broad reflection potential with minimal request complexity.
proprietary_gpt,x13-012,3,4,get-form:http://127.0.0.1:4395/suite-v13/x13-012/kepler:message,True,False,True,"Message content is often echoed in confirmation or display areas, making it a useful candidate."
proprietary_gpt,x13-012,3,5,get-form:http://127.0.0.1:4395/suite-v13/x13-012/islet:name,True,False,True,"Name fields may be reflected in personalized output, though their intended handling can be more constrained."
proprietary_gpt,x13-012,3,6,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:mode,True,False,True,Editable query parameter with a generic mode name may influence rendered state or page output.
proprietary_gpt,x13-012,3,7,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:page,True,False,True,Page parameter is easy to vary but is more likely to be parsed for navigation than directly reflected.
proprietary_gpt,x13-012,3,8,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:slot,True,False,True,"Slot parameter may affect selection or routing, but its likely reflection surface is less apparent."
proprietary_gpt,x13-012,4,1,get-form:http://127.0.0.1:4395/suite-v13/x13-012/garden:search,True,False,True,Direct single-parameter GET search input; commonly reflects user-supplied terms.
proprietary_gpt,x13-012,4,2,get-form:http://127.0.0.1:4395/suite-v13/x13-012/hazel:query,True,False,True,Direct single-parameter free-text GET input with a query-oriented name.
proprietary_gpt,x13-012,4,3,get-form:http://127.0.0.1:4395/suite-v13/x13-012/juno:text,True,False,True,Direct single-parameter free-text GET input suitable for reflected-input review.
proprietary_gpt,x13-012,4,4,get-form:http://127.0.0.1:4395/suite-v13/x13-012/kepler:message,True,False,True,Direct single-parameter text input likely to carry arbitrary user content.
proprietary_gpt,x13-012,4,5,get-form:http://127.0.0.1:4395/suite-v13/x13-012/islet:name,True,False,True,"Direct single-parameter text input, though its naming suggests more constrained content."
proprietary_gpt,x13-012,4,6,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:mode,True,False,True,User-controlled query parameter in a multi-parameter GET request; mode may affect displayed output.
proprietary_gpt,x13-012,4,7,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:page,True,False,True,User-controlled pagination parameter in a multi-parameter GET request.
proprietary_gpt,x13-012,4,8,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:slot,True,False,True,"User-controlled slot parameter in a multi-parameter GET request, with less free-form semantics."
proprietary_gpt,x13-012,5,1,get-form:http://127.0.0.1:4395/suite-v13/x13-012/kepler:message,True,False,True,"Single unrestricted text input with a semantically content-oriented parameter, making it a strong reflection-testing candidate."
proprietary_gpt,x13-012,5,2,get-form:http://127.0.0.1:4395/suite-v13/x13-012/juno:text,True,False,True,Single unrestricted text input and direct text parameter provide a straightforward reflection surface.
proprietary_gpt,x13-012,5,3,get-form:http://127.0.0.1:4395/suite-v13/x13-012/islet:name,True,False,True,Single free-form text field with a commonly reflected value type.
proprietary_gpt,x13-012,5,4,get-form:http://127.0.0.1:4395/suite-v13/x13-012/hazel:query,True,False,True,"Single text query field offers a clear, user-controlled GET input surface."
proprietary_gpt,x13-012,5,5,get-form:http://127.0.0.1:4395/suite-v13/x13-012/garden:search,True,False,True,"Search input is user-controlled, though its semantic role may imply more constrained handling."
proprietary_gpt,x13-012,5,6,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:mode,True,False,True,"Editable GET query parameter, ranked below dedicated text forms because the endpoint exposes multiple parameters."
proprietary_gpt,x13-012,5,7,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:page,True,False,True,User-controlled query parameter with a potentially more format-constrained page value.
proprietary_gpt,x13-012,5,8,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:slot,True,False,True,"User-controlled query parameter, but likely more identifier-like and constrained than free-form text inputs."
proprietary_gpt,x13-013,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-013/marble:query,True,False,True,Direct single text query parameter with a clear reflection-oriented name and minimal ambiguity.
proprietary_gpt,x13-013,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-013/larch:code,True,False,True,Editable GET text parameter with a potentially meaningful value and a simple test surface.
proprietary_gpt,x13-013,1,3,get-form:http://127.0.0.1:4395/suite-v13/x13-013/larch:memo,True,False,True,"Editable GET text parameter suitable for reflection testing, though its memo-like semantics are less indicative."
proprietary_gpt,x13-013,1,4,get-form:http://127.0.0.1:4395/suite-v13/x13-013/nova:item,True,False,True,"Single editable GET text parameter, providing a straightforward but less descriptive test target."
proprietary_gpt,x13-013,1,5,query:http://127.0.0.1:4395/suite-v13/x13-013/south?view=sample:view,True,False,True,"Explicit query parameter is testable, but the supplied value and view-oriented name provide less direct indication of reflected text handling."
proprietary_gpt,x13-013,2,1,get-form:http://127.0.0.1:4395/suite-v13/x13-013/larch:memo,True,False,True,Free-form memo parameter with two editable inputs offers comparatively broad reflection-testing coverage.
proprietary_gpt,x13-013,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-013/larch:code,True,False,True,Two editable inputs and two parameters provide multiple potential reflection points.
proprietary_gpt,x13-013,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-013/marble:query,True,False,True,Query-like text input is a strong candidate for user-controlled reflected content.
proprietary_gpt,x13-013,2,4,get-form:http://127.0.0.1:4395/suite-v13/x13-013/nova:item,True,False,True,Single editable text parameter provides a straightforward but narrower candidate.
proprietary_gpt,x13-013,2,5,query:http://127.0.0.1:4395/suite-v13/x13-013/south?view=sample:view,True,False,True,Single query parameter is testable but offers less input surface than the form-based candidates.
proprietary_gpt,x13-013,3,1,query:http://127.0.0.1:4395/suite-v13/x13-013/south?view=sample:view,True,False,True,"Direct GET query parameter with a single editable input, making it a straightforward reflected-input candidate."
proprietary_gpt,x13-013,3,2,get-form:http://127.0.0.1:4395/suite-v13/x13-013/larch:code,True,False,True,"GET form text parameter with two editable inputs and two total parameters, offering broad reflection coverage."
proprietary_gpt,x13-013,3,3,get-form:http://127.0.0.1:4395/suite-v13/x13-013/larch:memo,True,False,True,"GET form text parameter with two editable inputs and two total parameters, offering broad reflection coverage."
proprietary_gpt,x13-013,3,4,get-form:http://127.0.0.1:4395/suite-v13/x13-013/marble:query,True,False,True,Simple single-parameter GET text form with a directly editable input.
proprietary_gpt,x13-013,3,5,get-form:http://127.0.0.1:4395/suite-v13/x13-013/nova:item,True,False,True,Simple single-parameter GET text form with a directly editable input.
proprietary_gpt,x13-013,4,1,get-form:http://127.0.0.1:4395/suite-v13/x13-013/larch:code,True,False,True,Text input with multiple editable fields and a code-oriented parameter name suggests a comparatively broad reflection surface.
proprietary_gpt,x13-013,4,2,get-form:http://127.0.0.1:4395/suite-v13/x13-013/larch:memo,True,False,True,Text input in a form with multiple parameters; free-form memo content is a plausible reflection surface.
proprietary_gpt,x13-013,4,3,get-form:http://127.0.0.1:4395/suite-v13/x13-013/marble:query,True,False,True,A dedicated free-form query text parameter is commonly reflected in search or results views.
proprietary_gpt,x13-013,4,4,get-form:http://127.0.0.1:4395/suite-v13/x13-013/nova:item,True,False,True,"Single text parameter provides a direct input surface, though with less overall form complexity."
proprietary_gpt,x13-013,4,5,query:http://127.0.0.1:4395/suite-v13/x13-013/south?view=sample:view,True,False,True,"Direct query-string input is testable, but the view-oriented name suggests a narrower display-control role."
proprietary_gpt,x13-013,5,1,get-form:http://127.0.0.1:4395/suite-v13/x13-013/marble:query,True,False,True,Search-oriented parameter is a strong candidate for direct reflection in rendered results.
proprietary_gpt,x13-013,5,2,query:http://127.0.0.1:4395/suite-v13/x13-013/south?view=sample:view,True,False,True,Query-string view input is readily user-controlled and may be echoed in page navigation or display context.
proprietary_gpt,x13-013,5,3,get-form:http://127.0.0.1:4395/suite-v13/x13-013/nova:item,True,False,True,Single free-text item parameter is straightforward to trace for reflected output.
proprietary_gpt,x13-013,5,4,get-form:http://127.0.0.1:4395/suite-v13/x13-013/larch:code,True,False,True,"Code is user-editable and potentially displayed in status, validation, or result content."
proprietary_gpt,x13-013,5,5,get-form:http://127.0.0.1:4395/suite-v13/x13-013/larch:memo,True,False,True,Memo is user-controlled text but is somewhat more likely to be stored or handled as ordinary content.
proprietary_gpt,x13-014,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-014/orbit:search,True,False,True,Single editable GET text parameter with a commonly reflected search-style input.
proprietary_gpt,x13-014,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-014/pearl:name,True,False,True,Single editable GET text parameter; name fields are commonly echoed in responses.
proprietary_gpt,x13-014,1,3,get-form:http://127.0.0.1:4395/suite-v13/x13-014/raven:memo,True,False,True,Free-form memo text is a plausible reflection point and accepts arbitrary input.
proprietary_gpt,x13-014,1,4,get-form:http://127.0.0.1:4395/suite-v13/x13-014/quill:line,True,False,True,Single editable GET text parameter with straightforward reflection potential.
proprietary_gpt,x13-014,1,5,query:http://127.0.0.1:4395/suite-v13/x13-014/east?page=sample&kind=sample:kind,True,False,True,"Editable query parameter, but the multi-parameter URL adds ambiguity about how input is rendered."
proprietary_gpt,x13-014,1,6,query:http://127.0.0.1:4395/suite-v13/x13-014/east?page=sample&kind=sample:page,True,False,True,"Editable query parameter, though page-style values are more likely used for navigation than direct reflection."
proprietary_gpt,x13-014,2,1,get-form:http://127.0.0.1:4395/suite-v13/x13-014/orbit:search,True,False,True,"Free-form GET text input named search is commonly echoed in result headings, notices, or filters."
proprietary_gpt,x13-014,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-014/raven:memo,True,False,True,Free-form memo content is likely to be displayed back in page content or confirmation text.
proprietary_gpt,x13-014,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-014/pearl:name,True,False,True,"A free-form name field may be reflected in greetings, labels, or response messages."
proprietary_gpt,x13-014,2,4,get-form:http://127.0.0.1:4395/suite-v13/x13-014/quill:line,True,False,True,"Free-form line input can plausibly appear in rendered output, though its reflection context is less apparent."
proprietary_gpt,x13-014,2,5,query:http://127.0.0.1:4395/suite-v13/x13-014/east?page=sample&kind=sample:kind,True,False,True,The kind query parameter is editable and may affect a displayed filter or category label.
proprietary_gpt,x13-014,2,6,query:http://127.0.0.1:4395/suite-v13/x13-014/east?page=sample&kind=sample:page,True,False,True,The page parameter is likely used for pagination control and is less likely to be directly reflected.
proprietary_gpt,x13-014,3,1,get-form:http://127.0.0.1:4395/suite-v13/x13-014/orbit:search,True,False,True,Single editable GET text parameter with a commonly reflected search-term role.
proprietary_gpt,x13-014,3,2,get-form:http://127.0.0.1:4395/suite-v13/x13-014/pearl:name,True,False,True,Free-form name input is likely to be incorporated into response content.
proprietary_gpt,x13-014,3,3,get-form:http://127.0.0.1:4395/suite-v13/x13-014/raven:memo,True,False,True,Memo text is user-controlled free-form content and is a plausible reflection target.
proprietary_gpt,x13-014,3,4,get-form:http://127.0.0.1:4395/suite-v13/x13-014/quill:line,True,False,True,"Text input may be echoed as a line or message, though its context is less evident."
proprietary_gpt,x13-014,3,5,query:http://127.0.0.1:4395/suite-v13/x13-014/east?page=sample&kind=sample:kind,True,False,True,"Query filter value may be reflected, but it is less directly indicative than a dedicated text form."
proprietary_gpt,x13-014,3,6,query:http://127.0.0.1:4395/suite-v13/x13-014/east?page=sample&kind=sample:page,True,False,True,Pagination parameters are commonly parsed for navigation rather than rendered as content.
proprietary_gpt,x13-014,4,1,get-form:http://127.0.0.1:4395/suite-v13/x13-014/orbit:search,True,False,True,Single optional free-text GET field with a highly likely reflected search-display context.
proprietary_gpt,x13-014,4,2,get-form:http://127.0.0.1:4395/suite-v13/x13-014/pearl:name,True,False,True,Single optional text field; name values are commonly echoed in page content or headings.
proprietary_gpt,x13-014,4,3,get-form:http://127.0.0.1:4395/suite-v13/x13-014/raven:memo,True,False,True,Optional free-text memo field offers a plausible reflection surface in displayed text.
proprietary_gpt,x13-014,4,4,get-form:http://127.0.0.1:4395/suite-v13/x13-014/quill:line,True,False,True,"Optional text input is testable, though the line-oriented parameter suggests a narrower display context."
proprietary_gpt,x13-014,4,5,query:http://127.0.0.1:4395/suite-v13/x13-014/east?page=sample&kind=sample:kind,True,False,True,"Query parameter may influence rendered filtering or labels, but has less direct free-text semantics."
proprietary_gpt,x13-014,4,6,query:http://127.0.0.1:4395/suite-v13/x13-014/east?page=sample&kind=sample:page,True,False,True,Page query value is more likely used for navigation or pagination than reflected into page content.
proprietary_gpt,x13-014,5,1,get-form:http://127.0.0.1:4395/suite-v13/x13-014/orbit:search,True,False,True,"A free-text search value is commonly reflected into result pages, making it a strong candidate for reflection analysis."
proprietary_gpt,x13-014,5,2,get-form:http://127.0.0.1:4395/suite-v13/x13-014/raven:memo,True,False,True,Memo fields are typically displayed back as user-provided content and are therefore plausible reflection points.
proprietary_gpt,x13-014,5,3,get-form:http://127.0.0.1:4395/suite-v13/x13-014/pearl:name,True,False,True,"A free-text name field may be echoed in headings, messages, or profile-like output."
proprietary_gpt,x13-014,5,4,get-form:http://127.0.0.1:4395/suite-v13/x13-014/quill:line,True,False,True,"The line value is editable text and could be incorporated into rendered output, though its reflection context is less apparent."
proprietary_gpt,x13-014,5,5,query:http://127.0.0.1:4395/suite-v13/x13-014/east?page=sample&kind=sample:kind,True,False,True,"A kind filter may be reflected in navigation or result-state text, but it is primarily a categorical control."
proprietary_gpt,x13-014,5,6,query:http://127.0.0.1:4395/suite-v13/x13-014/east?page=sample&kind=sample:page,True,False,True,"A page parameter is usually used for pagination logic rather than directly displayed, making reflection less likely."
proprietary_gpt,x13-015,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-015/thistle:comment,True,False,True,Free-text comment input is a strong candidate for direct reflection.
proprietary_gpt,x13-015,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-015/upland:message,True,False,True,Free-text message input is likely to be displayed or reflected.
proprietary_gpt,x13-015,1,3,get-form:http://127.0.0.1:4395/suite-v13/x13-015/stone:title,True,False,True,User-controlled title text may be reflected in page content or headings.
proprietary_gpt,x13-015,1,4,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:item,True,False,True,Item is content-oriented query input and may be echoed in responses.
proprietary_gpt,x13-015,1,5,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:ref,True,False,True,Reference values can be reflected in navigation or status output.
proprietary_gpt,x13-015,1,6,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:mode,True,False,True,Mode is user-controlled but more likely to act as a routing or display-state control.
proprietary_gpt,x13-015,1,7,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:page,True,False,True,Page is typically pagination control data and is less likely to be rendered as content.
proprietary_gpt,x13-015,2,1,get-form:http://127.0.0.1:4395/suite-v13/x13-015/thistle:comment,True,False,True,Free-text comment field is a strong candidate for direct reflection in page content.
proprietary_gpt,x13-015,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-015/upland:message,True,False,True,Free-text message input is likely to be displayed back in a response or confirmation.
proprietary_gpt,x13-015,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-015/stone:title,True,False,True,"Title input is user-controlled text and may be reflected in headings, titles, or summaries."
proprietary_gpt,x13-015,2,4,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:item,True,False,True,Item is a content-oriented query parameter and is more likely to appear in rendered output.
proprietary_gpt,x13-015,2,5,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:ref,True,False,True,Reference values may be echoed in navigation or result metadata.
proprietary_gpt,x13-015,2,6,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:mode,True,False,True,"Mode may be reflected in controls or status text, though it is typically treated as a selector."
proprietary_gpt,x13-015,2,7,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:page,True,False,True,Page is commonly used for pagination logic and is less likely to be rendered directly.
proprietary_gpt,x13-015,3,1,get-form:http://127.0.0.1:4395/suite-v13/x13-015/thistle:comment,True,False,True,Free-text comment field is highly likely to be reflected in page content.
proprietary_gpt,x13-015,3,2,get-form:http://127.0.0.1:4395/suite-v13/x13-015/upland:message,True,False,True,Free-text message input is a strong candidate for direct response reflection.
proprietary_gpt,x13-015,3,3,get-form:http://127.0.0.1:4395/suite-v13/x13-015/stone:title,True,False,True,A title field commonly appears in rendered headings or page metadata.
proprietary_gpt,x13-015,3,4,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:item,True,False,True,The item parameter is content-oriented and may be rendered in the response.
proprietary_gpt,x13-015,3,5,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:ref,True,False,True,The ref parameter may be echoed as a reference or navigation value.
proprietary_gpt,x13-015,3,6,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:mode,True,False,True,"Mode may influence or be displayed in page state, but is typically more control-oriented."
proprietary_gpt,x13-015,3,7,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:page,True,False,True,Page is commonly used for pagination control and is less likely to be visibly reflected.
proprietary_gpt,x13-015,4,1,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:item,True,False,True,Content-oriented item parameter is a strong candidate for direct response reflection.
proprietary_gpt,x13-015,4,2,get-form:http://127.0.0.1:4395/suite-v13/x13-015/thistle:comment,True,False,True,Free-form comment input is likely to be displayed back in page content.
proprietary_gpt,x13-015,4,3,get-form:http://127.0.0.1:4395/suite-v13/x13-015/upland:message,True,False,True,Free-form message input is a plausible reflection point in rendered content.
proprietary_gpt,x13-015,4,4,get-form:http://127.0.0.1:4395/suite-v13/x13-015/stone:title,True,False,True,Title is user-controlled text and may be reflected in a heading or document metadata.
proprietary_gpt,x13-015,4,5,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:ref,True,False,True,"Reference-like parameter can be echoed in navigation or status content, though its role is less clear."
proprietary_gpt,x13-015,4,6,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:mode,True,False,True,"Mode is generally a control parameter, making content reflection less likely."
proprietary_gpt,x13-015,4,7,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:page,True,False,True,Page is typically used for pagination or routing control rather than displayed content.
proprietary_gpt,x13-015,5,1,get-form:http://127.0.0.1:4395/suite-v13/x13-015/thistle:comment,True,False,True,Free-form comment text is a strong candidate for direct reflection.
proprietary_gpt,x13-015,5,2,get-form:http://127.0.0.1:4395/suite-v13/x13-015/upland:message,True,False,True,Free-form message text is likely to be displayed or echoed.
proprietary_gpt,x13-015,5,3,get-form:http://127.0.0.1:4395/suite-v13/x13-015/stone:title,True,False,True,Title is editable text and may be reflected in page content.
proprietary_gpt,x13-015,5,4,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:item,True,False,True,Item is a content-oriented query value with plausible display use.
