adapter_class,baseline_stable,candidate_id,expected_runtime_requests,finding_state,ground_truth_used_phase,request_count,schema_version,sequence,server_error_observed,status,true_false_difference_reproducible,ground_truth,original_case_id,classification
multi_form,True,os15-c000395,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,157,False,completed,True,vulnerable,BenchmarkTest02270,TP
form,True,os15-c000396,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,158,False,completed,False,non_vulnerable,BenchmarkTest02271,TN
multi_query,True,os15-c000408,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,159,False,completed,False,non_vulnerable,BenchmarkTest02283,TN
multi_form,True,os15-c000409,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,160,False,completed,True,vulnerable,BenchmarkTest02284,TP
multi_form,True,os15-c000410,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,161,False,completed,False,non_vulnerable,BenchmarkTest02285,TN
multi_form,True,os15-c000414,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,162,False,completed,False,non_vulnerable,BenchmarkTest02353,TN
multi_form,True,os15-c000415,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,163,False,completed,False,vulnerable,BenchmarkTest02354,FN
multi_form,True,os15-c000423,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,164,False,completed,False,vulnerable,BenchmarkTest02362,FN
multi_form,True,os15-c000425,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,165,False,completed,False,vulnerable,BenchmarkTest02364,FN
multi_form,True,os15-c000426,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,166,False,completed,False,non_vulnerable,BenchmarkTest02365,TN
multi_form,True,os15-c000427,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,167,False,completed,False,non_vulnerable,BenchmarkTest02366,TN
multi_form,True,os15-c000428,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,168,False,completed,False,non_vulnerable,BenchmarkTest02367,TN
form,True,os15-c000432,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,169,False,completed,False,non_vulnerable,BenchmarkTest02450,TN
multi_form,True,os15-c000436,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,170,False,completed,True,vulnerable,BenchmarkTest02454,TP
multi_query,True,os15-c000443,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,171,False,completed,True,vulnerable,BenchmarkTest02532,TP
multi_form,True,os15-c000444,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,172,False,completed,True,vulnerable,BenchmarkTest02533,TP
multi_form,True,os15-c000445,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,173,False,completed,True,vulnerable,BenchmarkTest02534,TP
form,True,os15-c000446,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,174,False,completed,True,vulnerable,BenchmarkTest02535,TP
multi_form,True,os15-c000450,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,175,False,completed,False,non_vulnerable,BenchmarkTest02539,TN
form,True,os15-c000452,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,176,False,completed,False,non_vulnerable,BenchmarkTest02541,TN
multi_query,True,os15-c000453,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,177,False,completed,True,vulnerable,BenchmarkTest02542,TP
multi_form,True,os15-c000454,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,178,False,completed,True,vulnerable,BenchmarkTest02543,TP
multi_form,True,os15-c000455,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,179,False,completed,False,non_vulnerable,BenchmarkTest02544,TN
multi_query,True,os15-c000464,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,180,False,completed,False,non_vulnerable,BenchmarkTest02631,TN
multi_query,True,os15-c000465,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,181,False,completed,True,vulnerable,BenchmarkTest02632,TP
multi_query,True,os15-c000466,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,182,False,completed,False,non_vulnerable,BenchmarkTest02633,TN
multi_query,True,os15-c000468,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,183,False,completed,True,vulnerable,BenchmarkTest02635,TP
multi_query,True,os15-c000469,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,184,False,completed,False,non_vulnerable,BenchmarkTest02636,TN
multi_query,True,os15-c000470,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,185,False,completed,False,non_vulnerable,BenchmarkTest02637,TN
multi_query,True,os15-c000477,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,186,False,completed,True,vulnerable,BenchmarkTest02644,TP
multi_query,True,os15-c000478,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,187,False,completed,True,vulnerable,BenchmarkTest02645,TP
multi_query,True,os15-c000480,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,188,False,completed,True,vulnerable,BenchmarkTest02647,TP
multi_query,True,os15-c000481,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,189,False,completed,False,non_vulnerable,BenchmarkTest02648,TN
multi_query,True,os15-c000482,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,190,False,completed,True,vulnerable,BenchmarkTest02649,TP
multi_query,True,os15-c000483,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,191,False,completed,True,vulnerable,BenchmarkTest02650,TP
multi_query,True,os15-c000484,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,192,False,completed,True,vulnerable,BenchmarkTest02651,TP
multi_query,True,os15-c000485,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,193,False,completed,False,non_vulnerable,BenchmarkTest02652,TN
multi_query,True,os15-c000486,6,verified,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,194,False,completed,True,vulnerable,BenchmarkTest02653,TP
multi_query,True,os15-c000491,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,195,False,completed,False,non_vulnerable,BenchmarkTest02727,TN
multi_form,True,os15-c000492,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,196,False,completed,False,non_vulnerable,BenchmarkTest02728,TN
multi_form,True,os15-c000493,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,197,False,completed,False,non_vulnerable,BenchmarkTest02729,TN
multi_query,True,os15-c000501,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,198,False,completed,False,non_vulnerable,BenchmarkTest02737,TN
multi_form,True,os15-c000502,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,199,False,completed,False,non_vulnerable,BenchmarkTest02738,TN
multi_form,True,os15-c000503,6,inconclusive,not_loaded_during_runtime_execution,6,owasp-sqli-v15-direct-execution-row-v1,200,False,completed,False,non_vulnerable,BenchmarkTest02739,TN
