scenario_id,scenario_type,candidate_id,position,is_focal_vulnerable
ow14-s0122,positive,ox14-c000414,2,false
ow14-s0122,positive,ox14-c000362,3,false
ow14-s0122,positive,ox14-c000256,4,true
ow14-s0122,positive,ox14-c000310,5,false
ow14-s0123,positive,ox14-c000391,1,false
ow14-s0123,positive,ox14-c000036,2,false
ow14-s0123,positive,ox14-c000402,3,false
ow14-s0123,positive,ox14-c000210,4,false
ow14-s0123,positive,ox14-c000199,5,true
ow14-s0124,positive,ox14-c000225,1,false
ow14-s0124,positive,ox14-c000067,2,false
ow14-s0124,positive,ox14-c000252,3,false
ow14-s0124,positive,ox14-c000160,4,true
ow14-s0124,positive,ox14-c000320,5,false
ow14-s0125,positive,ox14-c000393,1,true
ow14-s0125,positive,ox14-c000369,2,false
ow14-s0125,positive,ox14-c000140,3,false
ow14-s0125,positive,ox14-c000090,4,false
ow14-s0125,positive,ox14-c000165,5,false
ow14-s0126,positive,ox14-c000081,1,false
ow14-s0126,positive,ox14-c000072,2,false
ow14-s0126,positive,ox14-c000265,3,false
ow14-s0126,positive,ox14-c000366,4,true
ow14-s0126,positive,ox14-c000389,5,false
ow14-s0127,positive,ox14-c000246,1,false
ow14-s0127,positive,ox14-c000211,2,false
ow14-s0127,positive,ox14-c000323,3,false
ow14-s0127,positive,ox14-c000114,4,true
ow14-s0127,positive,ox14-c000046,5,false
ow14-s0128,positive,ox14-c000025,1,false
ow14-s0128,positive,ox14-c000418,2,true
ow14-s0128,positive,ox14-c000108,3,false
ow14-s0128,positive,ox14-c000181,4,false
ow14-s0128,positive,ox14-c000121,5,false
ow14-s0129,positive,ox14-c000058,1,false
ow14-s0129,positive,ox14-c000012,2,false
ow14-s0129,positive,ox14-c000037,3,false
ow14-s0129,positive,ox14-c000197,4,false
ow14-s0129,positive,ox14-c000124,5,true
ow14-s0130,positive,ox14-c000270,1,false
ow14-s0130,positive,ox14-c000245,2,false
ow14-s0130,positive,ox14-c000354,3,false
ow14-s0130,positive,ox14-c000339,4,true
ow14-s0130,positive,ox14-c000374,5,false
ow14-s0131,positive,ox14-c000045,1,true
ow14-s0131,positive,ox14-c000033,2,false
ow14-s0131,positive,ox14-c000127,3,false
ow14-s0131,positive,ox14-c000087,4,false
ow14-s0131,positive,ox14-c000075,5,false
ow14-s0132,positive,ox14-c000382,1,true
ow14-s0132,positive,ox14-c000352,2,false
ow14-s0132,positive,ox14-c000406,3,false
ow14-s0132,positive,ox14-c000297,4,false
ow14-s0132,positive,ox14-c000277,5,false
ow14-s0133,positive,ox14-c000357,1,false
ow14-s0133,positive,ox14-c000192,2,true
ow14-s0133,positive,ox14-c000060,3,false
ow14-s0133,positive,ox14-c000113,4,false
ow14-s0133,positive,ox14-c000183,5,false
ow14-s0134,positive,ox14-c000358,1,true
ow14-s0134,positive,ox14-c000103,2,false
ow14-s0134,positive,ox14-c000381,3,false
ow14-s0134,positive,ox14-c000293,4,false
ow14-s0134,positive,ox14-c000398,5,false
ow14-s0135,positive,ox14-c000093,1,false
ow14-s0135,positive,ox14-c000201,2,true
ow14-s0135,positive,ox14-c000373,3,false
ow14-s0135,positive,ox14-c000422,4,false
ow14-s0135,positive,ox14-c000107,5,false
ow14-s0136,positive,ox14-c000300,1,true
ow14-s0136,positive,ox14-c000427,2,false
ow14-s0136,positive,ox14-c000337,3,false
ow14-s0136,positive,ox14-c000350,4,false
ow14-s0136,positive,ox14-c000053,5,false
ow14-s0137,positive,ox14-c000216,1,false
ow14-s0137,positive,ox14-c000016,2,false
ow14-s0137,positive,ox14-c000205,3,true
ow14-s0137,positive,ox14-c000384,4,false
ow14-s0137,positive,ox14-c000344,5,false
ow14-s0138,positive,ox14-c000321,1,true
ow14-s0138,positive,ox14-c000220,2,false
ow14-s0138,positive,ox14-c000177,3,false
ow14-s0138,positive,ox14-c000268,4,false
ow14-s0138,positive,ox14-c000207,5,false
ow14-s0139,positive,ox14-c000175,1,true
ow14-s0139,positive,ox14-c000026,2,false
ow14-s0139,positive,ox14-c000061,3,false
ow14-s0139,positive,ox14-c000434,4,false
ow14-s0139,positive,ox14-c000314,5,false
ow14-s0140,positive,ox14-c000109,1,false
ow14-s0140,positive,ox14-c000273,2,false
ow14-s0140,positive,ox14-c000137,3,true
ow14-s0140,positive,ox14-c000034,4,false
ow14-s0140,positive,ox14-c000219,5,false
ow14-s0141,positive,ox14-c000021,1,true
ow14-s0141,positive,ox14-c000363,2,false
ow14-s0141,positive,ox14-c000405,3,false
ow14-s0141,positive,ox14-c000303,4,false
ow14-s0141,positive,ox14-c000101,5,false
ow14-s0142,positive,ox14-c000226,1,false
ow14-s0142,positive,ox14-c000064,2,false
ow14-s0142,positive,ox14-c000100,3,false
ow14-s0142,positive,ox14-c000111,4,false
ow14-s0142,positive,ox14-c000170,5,true
ow14-s0143,positive,ox14-c000212,1,false
ow14-s0143,positive,ox14-c000141,2,false
ow14-s0143,positive,ox14-c000387,3,false
ow14-s0143,positive,ox14-c000318,4,true
ow14-s0143,positive,ox14-c000048,5,false
ow14-s0144,positive,ox14-c000251,1,false
ow14-s0144,positive,ox14-c000423,2,false
ow14-s0144,positive,ox14-c000399,3,false
ow14-s0144,positive,ox14-c000194,4,true
ow14-s0144,positive,ox14-c000082,5,false
ow14-s0145,positive,ox14-c000077,1,false
ow14-s0145,positive,ox14-c000135,2,true
ow14-s0145,positive,ox14-c000085,3,false
ow14-s0145,positive,ox14-c000410,4,false
ow14-s0145,positive,ox14-c000296,5,false
ow14-s0146,positive,ox14-c000353,1,false
ow14-s0146,positive,ox14-c000223,2,false
ow14-s0146,positive,ox14-c000118,3,false
ow14-s0146,positive,ox14-c000052,4,true
ow14-s0146,positive,ox14-c000395,5,false
ow14-s0147,positive,ox14-c000311,1,false
ow14-s0147,positive,ox14-c000433,2,true
ow14-s0147,positive,ox14-c000315,3,false
ow14-s0147,positive,ox14-c000307,4,false
ow14-s0147,positive,ox14-c000188,5,false
ow14-s0148,positive,ox14-c000167,1,false
ow14-s0148,positive,ox14-c000161,2,false
ow14-s0148,positive,ox14-c000243,3,true
ow14-s0148,positive,ox14-c000404,4,false
ow14-s0148,positive,ox14-c000351,5,false
ow14-s0149,positive,ox14-c000272,1,false
ow14-s0149,positive,ox14-c000117,2,false
ow14-s0149,positive,ox14-c000029,3,false
ow14-s0149,positive,ox14-c000429,4,false
ow14-s0149,positive,ox14-c000372,5,true
ow14-s0150,positive,ox14-c000377,1,false
ow14-s0150,positive,ox14-c000346,2,false
ow14-s0150,positive,ox14-c000136,3,false
ow14-s0150,positive,ox14-c000267,4,true
ow14-s0150,positive,ox14-c000185,5,false
ow14-s0151,positive,ox14-c000022,1,true
ow14-s0151,positive,ox14-c000247,2,false
ow14-s0151,positive,ox14-c000396,3,false
ow14-s0151,positive,ox14-c000198,4,false
ow14-s0151,positive,ox14-c000070,5,false
ow14-s0152,positive,ox14-c000099,1,false
ow14-s0152,positive,ox14-c000056,2,false
ow14-s0152,positive,ox14-c000102,3,false
ow14-s0152,positive,ox14-c000017,4,true
ow14-s0152,positive,ox14-c000023,5,false
ow14-s0153,positive,ox14-c000388,1,true
ow14-s0153,positive,ox14-c000348,2,false
ow14-s0153,positive,ox14-c000236,3,false
ow14-s0153,positive,ox14-c000189,4,false
ow14-s0153,positive,ox14-c000030,5,false
ow14-s0154,positive,ox14-c000341,1,false
ow14-s0154,positive,ox14-c000209,2,false
ow14-s0154,positive,ox14-c000073,3,true
ow14-s0154,positive,ox14-c000426,4,false
ow14-s0154,positive,ox14-c000083,5,false
ow14-s0155,positive,ox14-c000254,1,false
ow14-s0155,positive,ox14-c000184,2,false
ow14-s0155,positive,ox14-c000259,3,false
ow14-s0155,positive,ox14-c000095,4,true
ow14-s0155,positive,ox14-c000333,5,false
ow14-s0156,positive,ox14-c000047,1,true
ow14-s0156,positive,ox14-c000229,2,false
ow14-s0156,positive,ox14-c000355,3,false
ow14-s0156,positive,ox14-c000278,4,false
ow14-s0156,positive,ox14-c000031,5,false
ow14-s0157,positive,ox14-c000294,1,false
ow14-s0157,positive,ox14-c000065,2,false
ow14-s0157,positive,ox14-c000204,3,false
ow14-s0157,positive,ox14-c000125,4,false
ow14-s0157,positive,ox14-c000230,5,true
ow14-s0158,positive,ox14-c000164,1,false
ow14-s0158,positive,ox14-c000066,2,false
ow14-s0158,positive,ox14-c000043,3,true
ow14-s0158,positive,ox14-c000044,4,false
ow14-s0158,positive,ox14-c000409,5,false
ow14-s0159,positive,ox14-c000208,1,false
ow14-s0159,positive,ox14-c000112,2,false
ow14-s0159,positive,ox14-c000261,3,false
ow14-s0159,positive,ox14-c000416,4,true
ow14-s0159,positive,ox14-c000432,5,false
ow14-s0160,positive,ox14-c000414,1,false
ow14-s0160,positive,ox14-c000310,2,false
ow14-s0160,positive,ox14-c000224,3,false
ow14-s0160,positive,ox14-c000362,4,false
ow14-s0160,positive,ox14-c000196,5,true
ow14-s0161,positive,ox14-c000210,1,false
ow14-s0161,positive,ox14-c000096,2,true
ow14-s0161,positive,ox14-c000402,3,false
ow14-s0161,positive,ox14-c000391,4,false
ow14-s0161,positive,ox14-c000036,5,false
ow14-s0162,positive,ox14-c000320,1,false
ow14-s0162,positive,ox14-c000225,2,false
ow14-s0162,positive,ox14-c000413,3,true
ow14-s0162,positive,ox14-c000067,4,false
ow14-s0162,positive,ox14-c000252,5,false
ow14-s0163,positive,ox14-c000369,1,false
ow14-s0163,positive,ox14-c000090,2,false
ow14-s0163,positive,ox14-c000165,3,false
ow14-s0163,positive,ox14-c000411,4,true
ow14-s0163,positive,ox14-c000140,5,false
ow14-s0164,positive,ox14-c000081,1,false
ow14-s0164,positive,ox14-c000389,2,false
ow14-s0164,positive,ox14-c000072,3,false
ow14-s0164,positive,ox14-c000265,4,false
ow14-s0164,positive,ox14-c000386,5,true
ow14-s0165,positive,ox14-c000168,1,true
ow14-s0165,positive,ox14-c000211,2,false
ow14-s0165,positive,ox14-c000246,3,false
ow14-s0165,positive,ox14-c000323,4,false
ow14-s0165,positive,ox14-c000046,5,false
ow14-s0166,positive,ox14-c000181,1,false
ow14-s0166,positive,ox14-c000025,2,false
ow14-s0166,positive,ox14-c000108,3,false
ow14-s0166,positive,ox14-c000071,4,true
ow14-s0166,positive,ox14-c000121,5,false
ow14-s0167,positive,ox14-c000197,1,false
ow14-s0167,positive,ox14-c000260,2,true
ow14-s0167,positive,ox14-c000037,3,false
ow14-s0167,positive,ox14-c000012,4,false
ow14-s0167,positive,ox14-c000058,5,false
ow14-s0168,positive,ox14-c000270,1,false
ow14-s0168,positive,ox14-c000374,2,false
ow14-s0168,positive,ox14-c000354,3,false
ow14-s0168,positive,ox14-c000215,4,true
ow14-s0168,positive,ox14-c000245,5,false
ow14-s0169,positive,ox14-c000087,1,false
ow14-s0169,positive,ox14-c000033,2,false
ow14-s0169,positive,ox14-c000106,3,true
ow14-s0169,positive,ox14-c000075,4,false
ow14-s0169,positive,ox14-c000127,5,false
ow14-s0170,positive,ox14-c000406,1,false
ow14-s0170,positive,ox14-c000297,2,false
ow14-s0170,positive,ox14-c000420,3,true
ow14-s0170,positive,ox14-c000277,4,false
ow14-s0170,positive,ox14-c000352,5,false
ow14-s0171,positive,ox14-c000060,1,false
ow14-s0171,positive,ox14-c000183,2,false
ow14-s0171,positive,ox14-c000113,3,false
ow14-s0171,positive,ox14-c000302,4,true
ow14-s0171,positive,ox14-c000357,5,false
ow14-s0172,positive,ox14-c000013,1,true
ow14-s0172,positive,ox14-c000398,2,false
ow14-s0172,positive,ox14-c000381,3,false
ow14-s0172,positive,ox14-c000103,4,false
ow14-s0172,positive,ox14-c000293,5,false
ow14-s0173,positive,ox14-c000142,1,true
ow14-s0173,positive,ox14-c000373,2,false
ow14-s0173,positive,ox14-c000093,3,false
ow14-s0173,positive,ox14-c000422,4,false
ow14-s0173,positive,ox14-c000107,5,false
ow14-s0174,positive,ox14-c000337,1,false
ow14-s0174,positive,ox14-c000053,2,false
ow14-s0174,positive,ox14-c000350,3,false
ow14-s0174,positive,ox14-c000427,4,false
ow14-s0174,positive,ox14-c000128,5,true
ow14-s0175,positive,ox14-c000344,1,false
ow14-s0175,positive,ox14-c000384,2,false
ow14-s0175,positive,ox14-c000011,3,true
ow14-s0175,positive,ox14-c000016,4,false
ow14-s0175,positive,ox14-c000216,5,false
ow14-s0176,positive,ox14-c000313,1,true
ow14-s0176,positive,ox14-c000220,2,false
ow14-s0176,positive,ox14-c000268,3,false
ow14-s0176,positive,ox14-c000207,4,false
ow14-s0176,positive,ox14-c000177,5,false
ow14-s0177,positive,ox14-c000434,1,false
ow14-s0177,positive,ox14-c000061,2,false
ow14-s0177,positive,ox14-c000026,3,false
ow14-s0177,positive,ox14-c000314,4,false
ow14-s0177,positive,ox14-c000076,5,true
ow14-s0178,positive,ox14-c000034,1,false
ow14-s0178,positive,ox14-c000273,2,false
ow14-s0178,positive,ox14-c000219,3,false
ow14-s0178,positive,ox14-c000361,4,true
ow14-s0178,positive,ox14-c000109,5,false
ow14-s0179,positive,ox14-c000303,1,false
ow14-s0179,positive,ox14-c000405,2,false
ow14-s0179,positive,ox14-c000172,3,true
ow14-s0179,positive,ox14-c000363,4,false
ow14-s0179,positive,ox14-c000101,5,false
ow14-s0180,positive,ox14-c000064,1,false
ow14-s0180,positive,ox14-c000100,2,false
ow14-s0180,positive,ox14-c000407,3,true
ow14-s0180,positive,ox14-c000111,4,false
ow14-s0180,positive,ox14-c000226,5,false
ow14-s0181,positive,ox14-c000141,1,false
ow14-s0181,positive,ox14-c000387,2,false
ow14-s0181,positive,ox14-c000048,3,false
ow14-s0181,positive,ox14-c000298,4,true
ow14-s0181,positive,ox14-c000212,5,false
ow14-s0182,positive,ox14-c000251,1,false
ow14-s0182,positive,ox14-c000178,2,true
ow14-s0182,positive,ox14-c000399,3,false
ow14-s0182,positive,ox14-c000082,4,false
ow14-s0182,positive,ox14-c000423,5,false
ow14-s0183,positive,ox14-c000077,1,false
ow14-s0183,positive,ox14-c000296,2,false
ow14-s0183,positive,ox14-c000410,3,false
ow14-s0183,positive,ox14-c000085,4,false
ow14-s0183,positive,ox14-c000115,5,true
ow14-s0184,positive,ox14-c000353,1,false
ow14-s0184,positive,ox14-c000118,2,false
ow14-s0184,positive,ox14-c000395,3,false
ow14-s0184,positive,ox14-c000223,4,false
ow14-s0184,positive,ox14-c000005,5,true
ow14-s0185,positive,ox14-c000307,1,false
ow14-s0185,positive,ox14-c000188,2,false
ow14-s0185,positive,ox14-c000015,3,true
ow14-s0185,positive,ox14-c000315,4,false
ow14-s0185,positive,ox14-c000311,5,false
ow14-s0186,positive,ox14-c000167,1,false
ow14-s0186,positive,ox14-c000351,2,false
ow14-s0186,positive,ox14-c000161,3,false
ow14-s0186,positive,ox14-c000404,4,false
ow14-s0186,positive,ox14-c000182,5,true
ow14-s0187,positive,ox14-c000117,1,false
ow14-s0187,positive,ox14-c000029,2,false
ow14-s0187,positive,ox14-c000272,3,false
ow14-s0187,positive,ox14-c000038,4,true
ow14-s0187,positive,ox14-c000429,5,false
ow14-s0188,positive,ox14-c000185,1,false
ow14-s0188,positive,ox14-c000059,2,true
ow14-s0188,positive,ox14-c000136,3,false
ow14-s0188,positive,ox14-c000346,4,false
ow14-s0188,positive,ox14-c000377,5,false
ow14-s0189,positive,ox14-c000198,1,false
ow14-s0189,positive,ox14-c000070,2,false
ow14-s0189,positive,ox14-c000191,3,true
ow14-s0189,positive,ox14-c000396,4,false
ow14-s0189,positive,ox14-c000247,5,false
ow14-s0190,positive,ox14-c000099,1,false
ow14-s0190,positive,ox14-c000014,2,true
ow14-s0190,positive,ox14-c000056,3,false
ow14-s0190,positive,ox14-c000023,4,false
ow14-s0190,positive,ox14-c000102,5,false
ow14-s0191,positive,ox14-c000189,1,false
ow14-s0191,positive,ox14-c000348,2,false
ow14-s0191,positive,ox14-c000236,3,false
ow14-s0191,positive,ox14-c000024,4,true
ow14-s0191,positive,ox14-c000030,5,false
ow14-s0192,positive,ox14-c000083,1,false
ow14-s0192,positive,ox14-c000426,2,false
ow14-s0192,positive,ox14-c000341,3,false
ow14-s0192,positive,ox14-c000088,4,true
ow14-s0192,positive,ox14-c000209,5,false
ow14-s0193,positive,ox14-c000184,1,false
ow14-s0193,positive,ox14-c000371,2,true
ow14-s0193,positive,ox14-c000333,3,false
ow14-s0193,positive,ox14-c000259,4,false
ow14-s0193,positive,ox14-c000254,5,false
ow14-s0194,positive,ox14-c000278,1,false
ow14-s0194,positive,ox14-c000229,2,false
ow14-s0194,positive,ox14-c000355,3,false
ow14-s0194,positive,ox14-c000195,4,true
ow14-s0194,positive,ox14-c000031,5,false
ow14-s0195,positive,ox14-c000294,1,false
ow14-s0195,positive,ox14-c000065,2,false
ow14-s0195,positive,ox14-c000125,3,false
ow14-s0195,positive,ox14-c000204,4,false
ow14-s0195,positive,ox14-c000274,5,true
ow14-s0196,positive,ox14-c000044,1,false
ow14-s0196,positive,ox14-c000066,2,false
ow14-s0196,positive,ox14-c000164,3,false
ow14-s0196,positive,ox14-c000409,4,false
ow14-s0196,positive,ox14-c000316,5,true
ow14-s0197,positive,ox14-c000432,1,false
ow14-s0197,positive,ox14-c000317,2,true
ow14-s0197,positive,ox14-c000261,3,false
ow14-s0197,positive,ox14-c000208,4,false
ow14-s0197,positive,ox14-c000112,5,false
ow14-s0198,positive,ox14-c000362,1,false
ow14-s0198,positive,ox14-c000126,2,true
ow14-s0198,positive,ox14-c000310,3,false
ow14-s0198,positive,ox14-c000224,4,false
ow14-s0198,positive,ox14-c000414,5,false
ow14-s0199,positive,ox14-c000391,1,false
ow14-s0199,positive,ox14-c000402,2,false
ow14-s0199,positive,ox14-c000210,3,false
ow14-s0199,positive,ox14-c000036,4,false
ow14-s0199,positive,ox14-c000253,5,true
ow14-s0200,positive,ox14-c000067,1,false
ow14-s0200,positive,ox14-c000062,2,true
ow14-s0200,positive,ox14-c000225,3,false
ow14-s0200,positive,ox14-c000320,4,false
ow14-s0200,positive,ox14-c000252,5,false
ow14-s0201,positive,ox14-c000090,1,false
ow14-s0201,positive,ox14-c000235,2,true
ow14-s0201,positive,ox14-c000140,3,false
ow14-s0201,positive,ox14-c000165,4,false
ow14-s0201,positive,ox14-c000369,5,false
ow14-s0202,positive,ox14-c000389,1,false
ow14-s0202,positive,ox14-c000265,2,false
ow14-s0202,positive,ox14-c000258,3,true
ow14-s0202,positive,ox14-c000081,4,false
ow14-s0202,positive,ox14-c000072,5,false
ow14-s0203,positive,ox14-c000211,1,false
ow14-s0203,positive,ox14-c000046,2,false
ow14-s0203,positive,ox14-c000130,3,true
ow14-s0203,positive,ox14-c000246,4,false
ow14-s0203,positive,ox14-c000323,5,false
ow14-s0204,positive,ox14-c000181,1,false
ow14-s0204,positive,ox14-c000419,2,true
ow14-s0204,positive,ox14-c000121,3,false
ow14-s0204,positive,ox14-c000108,4,false
ow14-s0204,positive,ox14-c000025,5,false
ow14-s0205,positive,ox14-c000365,1,true
ow14-s0205,positive,ox14-c000037,2,false
ow14-s0205,positive,ox14-c000197,3,false
ow14-s0205,positive,ox14-c000012,4,false
ow14-s0205,positive,ox14-c000058,5,false
ow14-s0206,positive,ox14-c000270,1,false
ow14-s0206,positive,ox14-c000374,2,false
ow14-s0206,positive,ox14-c000001,3,true
ow14-s0206,positive,ox14-c000245,4,false
ow14-s0206,positive,ox14-c000354,5,false
ow14-s0207,positive,ox14-c000075,1,false
ow14-s0207,positive,ox14-c000127,2,false
ow14-s0207,positive,ox14-c000033,3,false
ow14-s0207,positive,ox14-c000087,4,false
ow14-s0207,positive,ox14-c000008,5,true
ow14-s0208,positive,ox14-c000352,1,false
ow14-s0208,positive,ox14-c000297,2,false
ow14-s0208,positive,ox14-c000406,3,false
ow14-s0208,positive,ox14-c000233,4,true
ow14-s0208,positive,ox14-c000277,5,false
ow14-s0209,positive,ox14-c000035,1,true
ow14-s0209,positive,ox14-c000357,2,false
ow14-s0209,positive,ox14-c000113,3,false
ow14-s0209,positive,ox14-c000183,4,false
ow14-s0209,positive,ox14-c000060,5,false
ow14-s0210,positive,ox14-c000263,1,true
ow14-s0210,positive,ox14-c000398,2,false
ow14-s0210,positive,ox14-c000103,3,false
ow14-s0210,positive,ox14-c000381,4,false
ow14-s0210,positive,ox14-c000293,5,false
ow14-s0211,positive,ox14-c000373,1,false
ow14-s0211,positive,ox14-c000107,2,false
ow14-s0211,positive,ox14-c000162,3,true
ow14-s0211,positive,ox14-c000422,4,false
ow14-s0211,positive,ox14-c000093,5,false
ow14-s0212,positive,ox14-c000337,1,false
ow14-s0212,positive,ox14-c000053,2,false
ow14-s0212,positive,ox14-c000350,3,false
ow14-s0212,positive,ox14-c000041,4,true
ow14-s0212,positive,ox14-c000427,5,false
ow14-s0213,positive,ox14-c000384,1,false
ow14-s0213,positive,ox14-c000016,2,false
ow14-s0213,positive,ox14-c000218,3,true
ow14-s0213,positive,ox14-c000344,4,false
ow14-s0213,positive,ox14-c000216,5,false
ow14-s0214,positive,ox14-c000220,1,false
ow14-s0214,positive,ox14-c000268,2,false
ow14-s0214,positive,ox14-c000207,3,false
ow14-s0214,positive,ox14-c000177,4,false
ow14-s0214,positive,ox14-c000308,5,true
ow14-s0215,positive,ox14-c000026,1,false
ow14-s0215,positive,ox14-c000138,2,true
ow14-s0215,positive,ox14-c000314,3,false
ow14-s0215,positive,ox14-c000434,4,false
ow14-s0215,positive,ox14-c000061,5,false
ow14-s0216,positive,ox14-c000109,1,false
ow14-s0216,positive,ox14-c000273,2,false
ow14-s0216,positive,ox14-c000219,3,false
ow14-s0216,positive,ox14-c000009,4,true
ow14-s0216,positive,ox14-c000034,5,false
ow14-s0217,positive,ox14-c000303,1,false
ow14-s0217,positive,ox14-c000101,2,false
ow14-s0217,positive,ox14-c000051,3,true
ow14-s0217,positive,ox14-c000363,4,false
ow14-s0217,positive,ox14-c000405,5,false
ow14-s0218,positive,ox14-c000379,1,true
ow14-s0218,positive,ox14-c000226,2,false
ow14-s0218,positive,ox14-c000100,3,false
ow14-s0218,positive,ox14-c000064,4,false
ow14-s0218,positive,ox14-c000111,5,false
ow14-s0219,positive,ox14-c000212,1,false
ow14-s0219,positive,ox14-c000387,2,false
ow14-s0219,positive,ox14-c000048,3,false
ow14-s0219,positive,ox14-c000250,4,true
ow14-s0219,positive,ox14-c000141,5,false
ow14-s0220,positive,ox14-c000251,1,false
ow14-s0220,positive,ox14-c000431,2,true
ow14-s0220,positive,ox14-c000399,3,false
ow14-s0220,positive,ox14-c000423,4,false
ow14-s0220,positive,ox14-c000082,5,false
ow14-s0221,positive,ox14-c000085,1,false
ow14-s0221,positive,ox14-c000299,2,true
ow14-s0221,positive,ox14-c000077,3,false
ow14-s0221,positive,ox14-c000410,4,false
ow14-s0221,positive,ox14-c000296,5,false
ow14-s0222,positive,ox14-c000223,1,false
ow14-s0222,positive,ox14-c000424,2,true
ow14-s0222,positive,ox14-c000395,3,false
ow14-s0222,positive,ox14-c000118,4,false
ow14-s0222,positive,ox14-c000353,5,false
ow14-s0223,positive,ox14-c000315,1,false
ow14-s0223,positive,ox14-c000307,2,false
ow14-s0223,positive,ox14-c000390,3,true
ow14-s0223,positive,ox14-c000188,4,false
ow14-s0223,positive,ox14-c000311,5,false
ow14-s0224,positive,ox14-c000161,1,false
ow14-s0224,positive,ox14-c000351,2,false
ow14-s0224,positive,ox14-c000167,3,false
ow14-s0224,positive,ox14-c000295,4,true
ow14-s0224,positive,ox14-c000404,5,false
ow14-s0225,positive,ox14-c000117,1,false
ow14-s0225,positive,ox14-c000272,2,false
ow14-s0225,positive,ox14-c000029,3,false
ow14-s0225,positive,ox14-c000105,4,true
ow14-s0225,positive,ox14-c000429,5,false
ow14-s0226,positive,ox14-c000136,1,false
ow14-s0226,positive,ox14-c000377,2,false
ow14-s0226,positive,ox14-c000185,3,false
ow14-s0226,positive,ox14-c000203,4,true
ow14-s0226,positive,ox14-c000346,5,false
ow14-s0227,positive,ox14-c000396,1,false
ow14-s0227,positive,ox14-c000401,2,true
ow14-s0227,positive,ox14-c000198,3,false
ow14-s0227,positive,ox14-c000070,4,false
ow14-s0227,positive,ox14-c000247,5,false
ow14-s0228,positive,ox14-c000099,1,false
ow14-s0228,positive,ox14-c000392,2,true
ow14-s0228,positive,ox14-c000102,3,false
ow14-s0228,positive,ox14-c000056,4,false
ow14-s0228,positive,ox14-c000023,5,false
ow14-s0229,positive,ox14-c000030,1,false
ow14-s0229,positive,ox14-c000348,2,false
ow14-s0229,positive,ox14-c000123,3,true
ow14-s0229,positive,ox14-c000189,4,false
ow14-s0229,positive,ox14-c000236,5,false
ow14-s0230,positive,ox14-c000083,1,false
ow14-s0230,positive,ox14-c000209,2,false
ow14-s0230,positive,ox14-c000341,3,false
ow14-s0230,positive,ox14-c000249,4,true
ow14-s0230,positive,ox14-c000426,5,false
ow14-s0231,positive,ox14-c000254,1,false
ow14-s0231,positive,ox14-c000333,2,false
ow14-s0231,positive,ox14-c000238,3,true
ow14-s0231,positive,ox14-c000259,4,false
ow14-s0231,positive,ox14-c000184,5,false
ow14-s0232,positive,ox14-c000031,1,false
ow14-s0232,positive,ox14-c000229,2,false
ow14-s0232,positive,ox14-c000355,3,false
ow14-s0232,positive,ox14-c000278,4,false
ow14-s0232,positive,ox14-c000331,5,true
ow14-s0233,positive,ox14-c000204,1,false
ow14-s0233,positive,ox14-c000125,2,false
ow14-s0233,positive,ox14-c000078,3,true
ow14-s0233,positive,ox14-c000294,4,false
ow14-s0233,positive,ox14-c000065,5,false
ow14-s0234,positive,ox14-c000409,1,false
ow14-s0234,positive,ox14-c000044,2,false
ow14-s0234,positive,ox14-c000239,3,true
ow14-s0234,positive,ox14-c000066,4,false
ow14-s0234,positive,ox14-c000164,5,false
ow14-s0235,positive,ox14-c000376,1,true
ow14-s0235,positive,ox14-c000261,2,false
ow14-s0235,positive,ox14-c000208,3,false
ow14-s0235,positive,ox14-c000432,4,false
ow14-s0235,positive,ox14-c000112,5,false
ow14-s0236,positive,ox14-c000330,1,true
ow14-s0236,positive,ox14-c000310,2,false
ow14-s0236,positive,ox14-c000414,3,false
ow14-s0236,positive,ox14-c000224,4,false
ow14-s0236,positive,ox14-c000362,5,false
ow14-s0237,negative_only,ox14-c000189,1,false
ow14-s0237,negative_only,ox14-c000209,2,false
ow14-s0237,negative_only,ox14-c000236,3,false
ow14-s0237,negative_only,ox14-c000030,4,false
ow14-s0237,negative_only,ox14-c000348,5,false
ow14-s0238,negative_only,ox14-c000341,1,false
ow14-s0238,negative_only,ox14-c000426,2,false
ow14-s0238,negative_only,ox14-c000333,3,false
ow14-s0238,negative_only,ox14-c000184,4,false
ow14-s0238,negative_only,ox14-c000083,5,false
ow14-s0239,negative_only,ox14-c000229,1,false
ow14-s0239,negative_only,ox14-c000278,2,false
ow14-s0239,negative_only,ox14-c000259,3,false
ow14-s0239,negative_only,ox14-c000355,4,false
ow14-s0239,negative_only,ox14-c000254,5,false
ow14-s0240,negative_only,ox14-c000031,1,false
ow14-s0240,negative_only,ox14-c000065,2,false
ow14-s0240,negative_only,ox14-c000125,3,false
ow14-s0240,negative_only,ox14-c000294,4,false
ow14-s0240,negative_only,ox14-c000204,5,false
ow14-s0241,negative_only,ox14-c000044,1,false
ow14-s0241,negative_only,ox14-c000409,2,false
ow14-s0241,negative_only,ox14-c000066,3,false
ow14-s0241,negative_only,ox14-c000164,4,false
ow14-s0241,negative_only,ox14-c000261,5,false
ow14-s0242,negative_only,ox14-c000414,1,false
ow14-s0242,negative_only,ox14-c000208,2,false
ow14-s0242,negative_only,ox14-c000112,3,false
ow14-s0242,negative_only,ox14-c000224,4,false
ow14-s0242,negative_only,ox14-c000432,5,false
